episode,global_step,elapsed_s,reward_raw,reward_smooth,fill_rate,stockout,cost_holding,cost_stockout,cost_ordering,cost_overflow,cost_service_penalty,cost_total,entropy,approx_kl,clip_frac,value_loss,explained_variance,lr_scale,ent_coef,eval_reward,eval_cost,eval_fill,eval_feasible
131,47815,248.6,-3486903.539390181,-3439397.938153971,0.8794649470277986,56761.16179513931,1303366.2885742188,567611.6110076904,157415.0,1229125.6068601608,229385.02949523926,3486903.5359373093,0.5123346832237745,0.0010459511689700058,0.005240992495888158,0.04264293954168495,0.788806676864624,,0.015356000000000002,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
132,48180,252.9,-3133963.12909641,-3410548.3384634308,0.9187837194575117,35065.21034049988,1337748.0842285156,350652.1013221741,153505.0,1181047.767086029,111010.18048095703,3133963.133117676,0.5390164318837618,0.0011038566610870092,0.006085579857953187,0.05619403754213923,0.7571380734443665,,0.015284,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
133,48545,253.4,-3005254.294333428,-3373881.649753882,0.9203956799736392,34297.20286607742,1337294.9846191406,342972.0278930664,153475.0,1074160.9265060425,97351.35009002686,3005254.2891082764,0.5390164318837618,0.0011038566610870092,0.006085579857953187,0.05619403754213923,0.7571380734443665,,0.015284,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
134,48910,253.9,-3206594.834962966,-3351167.8781989715,0.9158900938725557,35421.54120707512,1348639.4584960938,354215.4150733948,147245.0,1234536.8492202759,121958.1028213501,3206594.8256111145,0.5390164318837618,0.0011038566610870092,0.006085579857953187,0.05619403754213923,0.7571380734443665,,0.015284,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
135,49275,258.3,-3043192.443010978,-3306939.016543909,0.9208306143618319,34103.083726882935,1335141.4680175781,341030.8364562988,154755.0,1107181.7203674316,105083.41436767578,3043192.4392089844,0.5278547978714893,0.0010174643378520973,0.007775289966957644,0.05308409177355076,0.7559173703193665,,0.015176000000000002,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
136,49640,258.9,-3332224.457447665,-3296260.030777644,0.8395565012031179,41342.11810898781,1575260.4560546875,413421.1771116257,129835.0,889150.8146743774,324556.9985656738,3332224.4464063644,0.5278547978714893,0.0010174643378520973,0.007775289966957644,0.05308409177355076,0.7559173703193665,,0.015176000000000002,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
137,50005,259.4,-3005890.503567781,-3267625.7236551717,0.9162858817946339,36209.70468854904,1326002.220703125,362097.0495071411,153475.0,1050293.1139297485,114023.12873840332,3005890.512878418,0.5278547978714893,0.0010174643378520973,0.007775289966957644,0.05308409177355076,0.7559173703193665,,0.015176000000000002,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
138,50370,264.0,-2949221.5518615153,-3234689.968605725,0.9195218089876793,34741.227887153625,1318090.6416015625,347412.27709198,152060.0,1027600.7422065735,104057.90152359009,2949221.562423706,0.5082983405966508,0.0011537621594470693,0.00579807214824924,0.0544122027135209,0.796811580657959,,0.015068000000000002,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
139,50735,264.6,-3002859.79514048,-3217697.5853134687,0.9143724747810956,36578.794360637665,1336658.607421875,365787.94359207153,150295.0,1036814.4051208496,113303.83991241455,3002859.7960472107,0.5082983405966508,0.0011537621594470693,0.00579807214824924,0.0544122027135209,0.796811580657959,,0.015068000000000002,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
140,51100,265.2,-3090129.9289797833,-3206521.692019361,0.9126641842999046,37596.40927839279,1330407.8942871094,375964.0928878784,153430.0,1088075.7930202484,142252.154838562,3090129.935033798,0.5082983405966508,0.0011537621594470693,0.00579807214824924,0.0544122027135209,0.796811580657959,,0.015068000000000002,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
141,51465,269.7,-2972176.0552958297,-3192134.943000739,0.8964064224677034,36792.19140279293,1434683.1306152344,367921.9136981964,123815.0,908355.5608062744,137400.45043182373,2972176.055551529,0.5302882688610178,0.0010271691900542417,0.004881741704785351,0.06574189363929786,0.7581167221069336,,0.014960000000000001,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
142,51830,270.3,-3039815.286763469,-3173779.569806805,0.9164567000362023,35410.83020925522,1339527.0268554688,354108.3005771637,149990.0,1060928.950592041,135261.0120162964,3039815.29004097,0.5302882688610178,0.0010271691900542417,0.004881741704785351,0.06574189363929786,0.7581167221069336,,0.014960000000000001,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
143,52195,270.8,-2926370.706597303,-3155520.635387116,0.8957693806266899,35948.93216061592,1451654.9328613281,359489.3207616806,119270.0,846934.3019752502,149022.14406585693,2926370.699664116,0.5302882688610178,0.0010271691900542417,0.004881741704785351,0.06574189363929786,0.7581167221069336,,0.014960000000000001,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
144,52560,275.5,-2940127.1296170736,-3138452.1336042075,0.9214939944538848,33835.93137836456,1337261.2316894531,338359.3130645752,152450.0,1004367.3892974854,107689.19772338867,2940127.1317749023,0.45486396590345785,0.0007779790127499023,0.004540426687239424,0.03803558407449409,0.7737818956375122,,0.014852,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
145,52925,276.1,-2875807.993236522,-3108804.791144326,0.9207437099588109,33834.03468084335,1321811.1472167969,338340.349155426,135735.0,964372.5626535416,115548.93713378906,2875807.9961595535,0.45486396590345785,0.0007779790127499023,0.004540426687239424,0.03803558407449409,0.7737818956375122,,0.014852,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
146,53290,281.7,-2901022.5471778163,-3084917.408242699,0.9214469763724739,33279.6954370141,1330382.9794921875,332796.95516967773,136900.0,978751.5352935791,122191.07080841064,2901022.540763855,0.47278254439956263,0.0011499866582916614,0.006617228186530012,0.04096172700979208,0.7691618204116821,,0.014780000000000001,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
147,53655,282.5,-2889268.016817014,-3076440.5451530092,0.8894608567164464,36105.62144899368,1473371.7092285156,361056.21656417847,118275.0,769280.182434082,167284.90563201904,2889268.013858795,0.47278254439956263,0.0011499866582916614,0.006617228186530012,0.04096172700979208,0.7691618204116821,,0.014780000000000001,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
148,54020,283.2,-2815538.0890409164,-3055513.589051638,0.9087669595454774,34490.37724471092,1394739.728515625,344903.7754640579,120770.0,830649.967666626,124474.61952972412,2815538.091176033,0.47278254439956263,0.0011499866582916614,0.006617228186530012,0.04096172700979208,0.7691618204116821,,0.014780000000000001,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
149,54385,288.2,-2898504.5269301143,-3037490.2047963594,0.9181109372341314,34681.90152978897,1333827.8405761719,346819.01767349243,145095.0,961145.9542541504,111616.7208328247,2898504.5333366394,0.4198222305429609,0.000755820694585533,0.005592747741550403,0.02562523211695646,0.7905685305595398,,0.014672000000000001,-3001160.7559038014,2839709.3924689293,0.9056654845289641,
150,54750,290.2,-2858478.5017654966,-3018667.166551637,0.9190532435183759,34988.91170215607,1326411.1821289062,349889.1155357361,149980.0,909437.0724849701,122761.1244506836,2858478.494600296,0.4198222305429609,0.000755820694585533,0.005592747741550403,0.02562523211695646,0.7905685305595398,,0.014672000000000001,-2763587.1828437047,2617853.922513962,0.9088685402588859,True
151,55115,290.9,-2792775.8131034826,-2983960.780237302,0.896834391140623,33697.18915295601,1462123.28515625,336971.8916378021,116530.0,729268.8144416809,147881.8215484619,2792775.812784195,0.4198222305429609,0.000755820694585533,0.005592747741550403,0.02562523211695646,0.7905685305595398,,0.014672000000000001,-2763587.1828437047,2617853.922513962,0.9088685402588859,
152,55480,296.1,-2697975.05084969,-2962161.376324966,0.8843130678017994,31125.106360197067,1539013.03515625,311251.0646314621,109965.0,595920.586479187,141825.3641090393,2697975.0503759384,0.4399176973261331,0.0007748640751072488,0.0041362026210041035,0.05234850065684632,0.7565935850143433,,0.014564,-2763587.1828437047,2617853.922513962,0.9088685402588859,
153,55845,296.7,-2802263.6785368104,-2952011.8455351354,0.9210567442566272,33483.308264017105,1325796.5695800781,334833.08475494385,132785.0,891852.5314025879,116996.48906898499,2802263.674806595,0.4399176973261331,0.0007748640751072488,0.0041362026210041035,0.05234850065684632,0.7565935850143433,,0.014564,-2763587.1828437047,2617853.922513962,0.9088685402588859,
154,56210,297.4,-3144037.5260818955,-2948883.980091082,0.8898214263676479,51901.930859565735,1299809.2263183594,519019.307220459,157820.0,952898.079378128,214490.91194915771,3144037.524866104,0.4399176973261331,0.0007748640751072488,0.0041362026210041035,0.05234850065684632,0.7565935850143433,,0.014564,-2763587.1828437047,2617853.922513962,0.9088685402588859,
155,56575,302.4,-3164699.7389506362,-2954959.344888065,0.8839314259926638,54266.1207485199,1305955.7700195312,542661.2042388916,158710.0,908970.1765761375,248402.5947418213,3164699.7455763817,0.4537212260459599,0.0006837136923327068,0.0037258215087556316,0.04739818584762121,0.7330792546272278,,0.014456,-2763587.1828437047,2617853.922513962,0.9088685402588859,
156,56940,303.0,-2886279.050250249,-2932662.0745281936,0.8704642853041387,36331.788650751114,1532435.5881347656,363317.8864555359,114530.0,677298.6467132568,198696.9299850464,2886279.0512886047,0.4537212260459599,0.0006837136923327068,0.0037258215087556316,0.04739818584762121,0.7330792546272278,,0.014456,-2763587.1828437047,2617853.922513962,0.9088685402588859,
157,57305,303.7,-2796726.274342793,-2922203.8630669443,0.9236261465525692,32662.42403459549,1331512.5341796875,326624.2409362793,146090.0,897406.4489250183,95093.04807281494,2796726.2721138,0.4537212260459599,0.0006837136923327068,0.0037258215087556316,0.04739818584762121,0.7330792546272278,,0.014456,-2763587.1828437047,2617853.922513962,0.9088685402588859,
158,57670,309.0,-2821504.5613890444,-2915818.0135433204,0.9240098409830507,32126.81546854973,1345126.1513671875,321268.1559524536,144580.0,911002.4242668152,99527.83288574219,2821504.5644721985,0.46206727467085185,0.0008159230741224938,0.003975583793362603,0.05293253059253881,0.7615154981613159,,0.014348,-2763587.1828437047,2617853.922513962,0.9088685402588859,
159,58035,309.6,-2836675.89210075,-2907508.8183913343,0.9208685184257354,33880.14383602142,1335666.3935546875,338801.43772506714,148890.0,908257.6270523071,105060.43629455566,2836675.8946266174,0.46206727467085185,0.0008159230741224938,0.003975583793362603,0.05293253059253881,0.7615154981613159,,0.014348,-2763587.1828437047,2617853.922513962,0.9088685402588859,
160,58400,315.3,-2828582.2964755204,-2894431.436766121,0.9091682663860352,36748.88444900513,1353156.5795898438,367488.8472080231,123685.0,848443.9821472168,135807.8889465332,2828582.297891617,0.4539579333443391,0.000851801241831134,0.004151461420023176,0.04747273714134568,0.734408974647522,,0.014276,-2763587.1828437047,2617853.922513962,0.9088685402588859,
161,58765,315.9,-3115138.2947042463,-2901579.548736542,0.8892614567898863,52563.48913574219,1296471.0590820312,525634.8909378052,158530.0,894689.9288311005,239812.41451644897,3115138.293367386,0.4539579333443391,0.000851801241831134,0.004151461420023176,0.04747273714134568,0.734408974647522,,0.014276,-2763587.1828437047,2617853.922513962,0.9088685402588859,
162,59130,316.6,-2826165.4669620376,-2890897.057746471,0.924293602624192,32112.685400485992,1336202.9458007812,321126.85259246826,146470.0,927019.4127731323,95346.2511062622,2826165.462272644,0.4539579333443391,0.000851801241831134,0.004151461420023176,0.04747273714134568,0.734408974647522,,0.014276,-2763587.1828437047,2617853.922513962,0.9088685402588859,
163,59495,322.1,-2713426.646462327,-2880249.854739722,0.9198028156381247,34875.26936626434,1304326.431640625,348752.69372177124,128960.0,833754.1847915649,97633.33045196533,2713426.6406059265,0.46845920972133936,0.0008982413742399474,0.0057777270998677095,0.05384357773551816,0.7376242876052856,,0.014168,-2763587.1828437047,2617853.922513962,0.9088685402588859,
164,59860,322.7,-2768586.6843975387,-2871672.8324787454,0.884614808127255,34336.325397491455,1502465.8610839844,343363.25330352783,114995.0,643322.3031692505,164440.26948547363,2768586.6870422363,0.46845920972133936,0.0008982413742399474,0.0057777270998677095,0.05384357773551816,0.7376242876052856,,0.014168,-2763587.1828437047,2617853.922513962,0.9088685402588859,
165,60225,323.7,-2738313.444666339,-2864798.1050502365,0.9222866425876242,33463.68255519867,1327150.9145507812,334636.8254508972,148195.0,821407.5623168945,106923.14225006104,2738313.444568634,0.46845920972133936,0.0008982413742399474,0.0057777270998677095,0.05384357773551816,0.7376242876052856,,0.014168,-2763587.1828437047,2617853.922513962,0.9088685402588859,
166,60590,328.7,-2739870.2600874994,-2856740.4906957205,0.8762739051464132,32487.50308227539,1541421.8872070312,324875.0312194824,112415.0,614951.2591247559,146207.08255767822,2739870.2601089478,0.4231097474694252,0.0007644815912403589,0.0032311155059448395,0.04403376412626944,0.7593159079551697,,0.01406,-2763587.1828437047,2617853.922513962,0.9088685402588859,
167,60955,329.3,-2670541.822414536,-2845804.1809755964,0.9253859638091618,31548.082940101624,1318058.681640625,315480.82987976074,135170.0,803431.3472642899,98400.9624633789,2670541.8212480545,0.4231097474694252,0.0007644815912403589,0.0032311155059448395,0.04403376412626944,0.7593159079551697,,0.01406,-2763587.1828437047,2617853.922513962,0.9088685402588859,
168,61320,330.0,-2645398.361227302,-2837297.194584916,0.928984167110873,29933.24457859993,1325730.2421875,299332.44832229614,137360.0,780299.5622177124,102676.10487365723,2645398.357601166,0.4231097474694252,0.0007644815912403589,0.0032311155059448395,0.04403376412626944,0.7593159079551697,,0.01406,-2763587.1828437047,2617853.922513962,0.9088685402588859,
169,61685,334.9,-2659765.0989546804,-2825360.2231861437,0.9135221319485237,33209.74975633621,1375098.4291992188,332097.4958343506,119545.0,693954.1985840797,139069.9875946045,2659765.1112122536,0.41038580278032705,0.0007127105499373437,0.004219456719798281,0.0268417648529928,0.759845495223999,,0.013952,-2763587.1828437047,2617853.922513962,0.9088685402588859,
170,62050,335.5,-2638757.456961484,-2814374.1709459433,0.9031222804545412,32413.928671836853,1448275.2875976562,324139.2831020355,114405.0,633088.7250175476,118849.1622390747,2638757.457956314,0.41038580278032705,0.0007127105499373437,0.004219456719798281,0.0268417648529928,0.759845495223999,,0.013952,-2763587.1828437047,2617853.922513962,0.9088685402588859,
171,62415,336.2,-2614530.2918867143,-2805461.894885105,0.9272398128555333,30778.432284355164,1317698.573852539,307784.31970214844,134830.0,727996.4672203064,126220.93513870239,2614530.2959136963,0.41038580278032705,0.0007127105499373437,0.004219456719798281,0.0268417648529928,0.759845495223999,,0.013952,-2763587.1828437047,2617853.922513962,0.9088685402588859,
172,62780,341.0,-2644753.050016701,-2802800.794843455,0.919635233112401,34742.25127887726,1307709.8752441406,347422.5136871338,145950.0,726312.0213079453,117358.64134979248,2644753.051589012,0.3999937835492586,0.0010200686387370776,0.004979183802405666,0.026079514554064525,0.7751235961914062,,0.013844,-2763587.1828437047,2617853.922513962,0.9088685402588859,
173,63145,341.5,-2646788.4277508543,-2795027.0323041575,0.8953571462665694,33730.47282958031,1458456.1591796875,337304.7306575775,113695.0,596875.7881143093,140456.74243927002,2646788.4203908443,0.3999937835492586,0.0010200686387370776,0.004979183802405666,0.026079514554064525,0.7751235961914062,,0.013844,-2763587.1828437047,2617853.922513962,0.9088685402588859,
174,63510,346.3,-2586646.4010863737,-2767157.4760543816,0.8885619640051832,32041.77848958969,1496374.2954101562,320417.7889237404,106615.0,519323.64612579346,143915.67512512207,2586646.405584812,0.3819729936750312,0.0009650813084303273,0.005354764167733313,0.03691505459382346,0.7760363221168518,,0.013772000000000001,-2763587.1828437047,2617853.922513962,0.9088685402588859,
175,63875,348.4,-2595485.8087381674,-2738696.779543758,0.9214525493115325,33220.07331967354,1302041.505859375,332200.73391628265,131945.0,687473.5546197891,141825.01844787598,2595485.8128433228,0.3819729936750312,0.0009650813084303273,0.005354764167733313,0.03691505459382346,0.7760363221168518,,0.013772000000000001,-2662164.7870104266,2517089.1259533167,0.9095864342886129,True
176,64240,349.1,-2651938.3846640005,-2726979.7462644456,0.9186050808975068,35061.51256275177,1306908.8518066406,350615.12592315674,145735.0,734170.9831414223,114508.42559051514,2651938.386461735,0.3819729936750312,0.0009650813084303273,0.005354764167733313,0.03691505459382346,0.7760363221168518,,0.013772000000000001,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
177,64605,354.4,-2576331.4526001685,-2715960.0051773144,0.9116936658784243,36856.59128499031,1301058.4475097656,368565.9140625,119790.0,661574.7153282166,125342.37109375,2576331.447994232,0.41711794702630295,0.0010434693754895737,0.00631178470671569,0.03967792163357923,0.7504209280014038,,0.013664000000000003,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
178,64970,355.0,-2614015.252464801,-2705585.5397311016,0.9038159286643364,42985.14240026474,1277517.5576171875,429851.4257888794,144570.0,640874.3893213272,121201.87707519531,2614015.2498025894,0.41711794702630295,0.0010434693754895737,0.00631178470671569,0.03967792163357923,0.7504209280014038,,0.013664000000000003,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
179,65335,355.7,-2497389.0749830864,-2688621.1988752186,0.907898669759609,33828.45019197464,1370510.5964355469,338284.50452041626,111575.0,548429.1979146004,128589.7772140503,2497389.076084614,0.41711794702630295,0.0010434693754895737,0.00631178470671569,0.03967792163357923,0.7504209280014038,,0.013664000000000003,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
180,65700,360.2,-2473311.868805879,-2670857.6774917366,0.9216621553664641,33111.2918047905,1290879.9802246094,331112.920337677,128950.0,618790.4513549805,103578.5172996521,2473311.869216919,0.4113966901051371,0.0010755774677052518,0.0057316830237763685,0.040560719017919744,0.7400009036064148,,0.013556000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
181,66065,360.9,-2819870.9497482004,-2656094.310243935,0.8836124431219053,55050.84885311127,1263324.0084228516,550508.4861450195,146110.0,643996.7788391113,215931.67428588867,2819870.947692871,0.4113966901051371,0.0010755774677052518,0.0057316830237763685,0.040560719017919744,0.7400009036064148,,0.013556000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
182,66430,361.4,-2443866.058824852,-2636979.339837075,0.9182885178646566,35240.85486125946,1270396.177734375,352408.55170822144,121920.0,589053.0177783966,110088.3052482605,2443866.0524692535,0.4113966901051371,0.0010755774677052518,0.0057316830237763685,0.040560719017919744,0.7400009036064148,,0.013556000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
183,66795,366.6,-2494143.0062004477,-2626015.1578239813,0.9198175084382216,33970.67565250397,1292891.7136230469,339706.7554244995,126365.0,609489.3314291239,125690.2081375122,2494143.0086141825,0.4046224959586796,0.0009793495810299646,0.005821629574424342,0.0415956260342347,0.7308155298233032,,0.013448000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
184,67160,367.3,-2462699.4213863914,-2610720.794673424,0.9199213657302122,33748.65994119644,1282601.8857421875,337486.5989189148,129285.0,599237.0791168213,114088.85892486572,2462699.4227027893,0.4046224959586796,0.0009793495810299646,0.005821629574424342,0.0415956260342347,0.7308155298233032,,0.013448000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
185,67525,367.9,-2456534.4146618824,-2596631.843173201,0.9208997917620243,33500.67839336395,1276667.4189453125,335006.7822818756,126330.0,582442.667509079,136087.54097747803,2456534.409713745,0.4046224959586796,0.0009793495810299646,0.005821629574424342,0.0415956260342347,0.7308155298233032,,0.013448000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
186,67890,373.1,-2437327.979011048,-2581504.7291193786,0.9202062656813921,34412.564005851746,1274919.5302734375,344125.6432762146,140335.0,569929.108467102,108018.69928741455,2437327.9813041687,0.39633192867040634,0.0010179760500154532,0.008370382752649388,0.025910418235549803,0.7164596319198608,,0.013340000000000001,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
187,68255,373.8,-2435935.0636276556,-2569774.3911800347,0.8908736444855486,32738.99791789055,1464142.7680664062,327389.97961997986,101575.0,400507.71699523926,142319.59319877625,2435935.0578804016,0.39633192867040634,0.0010179760500154532,0.008370382752649388,0.025910418235549803,0.7164596319198608,,0.013340000000000001,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
188,68620,378.6,-2699693.279624197,-2572489.1370998793,0.8839326395153183,54750.1346142292,1224759.1198730469,547501.3460593224,143945.0,573476.7548265457,210011.05743408203,2699693.278192997,0.3850317573861072,0.0007154190815000268,0.0036886114838508596,0.050839419770789776,0.7233707904815674,,0.013268000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
189,68985,379.2,-2425892.8845023545,-2560795.5263772625,0.9029058673055842,33796.42861413956,1396645.4077148438,337964.287232399,105615.0,457567.2843589783,128100.90864562988,2425892.887951851,0.3850317573861072,0.0007154190815000268,0.0036886114838508596,0.050839419770789776,0.7233707904815674,,0.013268000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
190,69350,379.8,-2352095.6269567204,-2546462.4348770245,0.9108229106283637,35174.47606921196,1307834.6596679688,351744.7604370117,110025.0,464486.8443517685,118004.36026763916,2352095.624724388,0.3850317573861072,0.0007154190815000268,0.0036886114838508596,0.050839419770789776,0.7233707904815674,,0.013268000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
191,69715,384.8,-2438548.449660932,-2537663.342765736,0.9000225092803517,35330.04567050934,1372750.7937011719,353300.45458316803,107795.0,467344.7483291626,137357.45775222778,2438548.4543657303,0.323674333330832,0.0010247391797556223,0.0069695188339162426,0.021152630987528124,0.7697884440422058,,0.013160000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
192,70080,385.5,-2376203.29803609,-2524235.8551667053,0.9041406293546728,34804.14099705219,1340911.6462402344,348041.4105081558,107080.0,443228.5529270172,136941.69834899902,2376203.3080244064,0.323674333330832,0.0010247391797556223,0.0069695188339162426,0.021152630987528124,0.7697884440422058,,0.013160000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
193,70445,386.1,-2357042.6778420056,-2509748.5676712627,0.8882231528008013,30813.635244250298,1486731.8718261719,308136.35443019867,96965.0,328379.52362060547,136829.92320632935,2357042.6730833054,0.323674333330832,0.0010247391797556223,0.0069695188339162426,0.021152630987528124,0.7697884440422058,,0.013160000000000002,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
194,70810,391.1,-2245405.47484031,-2492686.52135896,0.893317019987409,28198.65864288807,1464943.814453125,281986.5869283676,94590.0,288012.31921100616,115872.7633895874,2245405.483982086,0.3086910612489048,0.0009202435094266548,0.005769160750787705,0.0230393223464489,0.7724772691726685,,0.013052000000000001,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
195,71175,391.9,-2327643.3183083786,-2479294.39683747,0.9182319524722021,34845.780526161194,1254883.7248535156,348457.8066749573,116750.0,485356.6918077469,122195.09470367432,2327643.318039894,0.3086910612489048,0.0009202435094266548,0.005769160750787705,0.0230393223464489,0.7724772691726685,,0.013052000000000001,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
196,71540,392.5,-2352104.1869701487,-2464302.6869527777,0.9221994052815714,33432.00475883484,1271429.7907714844,334320.0483608246,136945.0,501866.2757911682,107543.06925201416,2352104.1841754913,0.3086910612489048,0.0009202435094266548,0.005769160750787705,0.0230393223464489,0.7724772691726685,,0.013052000000000001,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
197,71905,397.2,-2264430.1785376756,-2448707.623249653,0.9242191972704951,32240.866740465164,1249520.5424804688,322408.6666507721,122010.0,471345.5448408127,99145.42622756958,2264430.180199623,0.3507548366722308,0.000958088506865208,0.006971392710080468,0.0332121767201706,0.7419979572296143,,0.012944,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
198,72270,397.8,-2354947.057343257,-2435754.213493576,0.9222681326217587,33160.18142795563,1270060.5083007812,331601.81505584717,136025.0,520424.2431001663,96835.49449157715,2354947.060948372,0.3507548366722308,0.000958088506865208,0.006971392710080468,0.0332121767201706,0.7419979572296143,,0.012944,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
199,72635,398.4,-2655667.2514526267,-2443668.122317053,0.8840837163871216,55503.84633350372,1212521.3780517578,555038.4629440308,145570.0,495709.6531934738,246827.7617073059,2655667.2558965683,0.3507548366722308,0.000958088506865208,0.006971392710080468,0.0332121767201706,0.7419979572296143,,0.012944,-2662164.7870104266,2517089.1259533167,0.9095864342886129,
200,73000,404.3,-2294524.9567611367,-2434728.7767148158,0.9082781281354141,33633.676637768745,1319741.9697265625,336336.7676534653,106890.0,401434.4940366745,130121.71914291382,2294524.950559616,0.39378580843147476,0.0007366059083467821,0.00514997515557824,0.05181434716245061,0.7030033469200134,,0.012836,-2470670.8211713163,2320726.2684898376,0.908770981801804,True
201,73365,405.0,-2320293.9858151334,-2409749.928518162,0.9092886626727126,34716.952310562134,1311682.5251464844,347169.5205440521,108885.0,418224.92077827454,134332.02891921997,2320293.995388031,0.39378580843147476,0.0007366059083467821,0.00514997515557824,0.05181434716245061,0.7030033469200134,,0.012836,-2470670.8211713163,2320726.2684898376,0.908770981801804,
202,73730,410.0,-2744887.004518764,-2424800.975802858,0.8820620565941004,55374.81287765503,1248169.9991455078,553748.133392334,149485.0,554286.1939754486,239197.68421936035,2744887.0107326508,0.36046939186359706,0.000632462773051214,0.003791407531887097,0.0434693932827366,0.720268189907074,,0.012764000000000001,-2470670.8211713163,2320726.2684898376,0.908770981801804,
203,74095,410.6,-2209662.4481201814,-2410576.9478988447,0.9069296460749315,29146.749668359756,1412895.9692382812,291467.4973948002,98640.0,309834.7068462372,96824.27510261536,2209662.448581934,0.36046939186359706,0.000632462773051214,0.003791407531887097,0.0434693932827366,0.720268189907074,,0.012764000000000001,-2470670.8211713163,2320726.2684898376,0.908770981801804,
204,74460,411.2,-2233808.143531413,-2399132.3840060956,0.9289325135306111,29894.253913402557,1262403.9965820312,298942.5410871506,127705.0,455737.40953302383,89019.20053100586,2233808.1477332115,0.36046939186359706,0.000632462773051214,0.003791407531887097,0.0434693932827366,0.720268189907074,,0.012764000000000001,-2470670.8211713163,2320726.2684898376,0.908770981801804,
205,74825,416.5,-2334588.9151906096,-2393035.1090325317,0.9246991041583645,31662.445382595062,1292643.3005371094,316624.45384025574,131030.0,504181.1246776581,90110.03726577759,2334588.916320801,0.34348415897080775,0.0007367738069565109,0.004745751101597163,0.02632224402929607,0.7106552124023438,,0.012656000000000002,-2470670.8211713163,2320726.2684898376,0.908770981801804,
206,75190,417.2,-2238544.792471735,-2383095.9497055663,0.9189216384419808,32265.05290365219,1282820.1706542969,322650.5313720703,110835.0,399883.4332509041,122355.65333175659,2238544.788609028,0.34348415897080775,0.0007367738069565109,0.004745751101597163,0.02632224402929607,0.7106552124023438,,0.012656000000000002,-2470670.8211713163,2320726.2684898376,0.908770981801804,
207,75555,417.8,-2287359.4852760914,-2375667.1707879878,0.8916376610365271,28005.813055753708,1501587.8642578125,280058.13022613525,94565.0,300873.61171865463,110274.87726593018,2287359.4834685326,0.34348415897080775,0.0007367738069565109,0.004745751101597163,0.02632224402929607,0.7106552124023438,,0.012656000000000002,-2470670.8211713163,2320726.2684898376,0.908770981801804,
208,75920,422.7,-2299356.706895527,-2355650.3421515548,0.9250592251988661,31726.102071285248,1274276.080078125,317261.02043914795,133400.0,483219.68300151825,91199.92621994019,2299356.7097387314,0.32054315154489715,0.0006519727533630334,0.004327071340460526,0.02633561537061867,0.7197607159614563,,0.012548000000000002,-2470670.8211713163,2320726.2684898376,0.908770981801804,
209,76285,423.3,-2431778.4339296706,-2355944.6196229206,0.8967956649132162,46872.41607069969,1232034.7624511719,468724.1579437256,139645.0,455043.55811977386,136330.95302581787,2431778.431540489,0.32054315154489715,0.0006519727533630334,0.004327071340460526,0.02633561537061867,0.7197607159614563,,0.012548000000000002,-2470670.8211713163,2320726.2684898376,0.908770981801804,
