total_cost,holding_cost,stockout_cost,ordering_cost,overflow_cost,service_penalty_shaping,fill_rate,stockout_units,demand_units,n_order_events,avg_inventory,inventory_std,episode,policy
1081720.4575896263,928025.2221679688,36460.206298828125,113860.0,3375.0291228294373,196780.61576843262,0.8594242187645488,46059.092418670654,327646.0,22772,2542.534855254709,831.0195897084648,0,IPPO
1038602.109251976,879314.7674560547,38185.81472015381,118005.0,3096.527075767517,207480.6764831543,0.8602079378319799,48910.72629547119,349882.0,23601,2409.0815546741223,828.1779225509488,1,IPPO
1041926.9561357498,884811.7197265625,37338.19200515747,116740.0,3037.044404029846,193019.0263671875,0.8622736943796888,47975.30584716797,348338.0,23348,2424.141697880993,817.2253512266795,2,IPPO
1072428.9195153862,918166.87109375,36983.743839263916,114485.0,2793.304582372308,197341.46574401855,0.8601095429570436,46921.497539520264,335416.0,22897,2515.525674229452,830.3283832318799,3,IPPO
1042287.721757412,884748.8483886719,37239.64929199219,117525.0,2774.2240767478943,193764.61862182617,0.863759373298946,47591.71195983887,349321.0,23505,2423.969447640197,809.7490898944997,4,IPPO
1044878.139146328,888445.7464599609,37566.198163986206,115970.0,2896.194522380829,204953.25506591797,0.8608604720404881,48069.36756134033,345476.0,23194,2434.0979355067425,815.4518456515526,5,IPPO
1042464.6006326675,886187.8635253906,37274.188579559326,116325.0,2677.5485277175903,192285.3722000122,0.8616944120466042,47838.24320602417,345888.0,23265,2427.911954864084,801.4660354403054,6,IPPO
1107932.951435566,956083.3817138672,36431.19206428528,112950.0,2468.3776574134827,188737.28485107422,0.8607688407145031,45718.36115646362,328363.0,22590,2619.4065252434716,950.8487325252239,7,IPPO
1065655.815759182,910213.1618652344,37384.41906738281,115135.0,2923.234826564789,203940.1869354248,0.8602033640945089,47500.9397277832,339786.0,23027,2493.734690041738,817.4846596050658,8,IPPO
1043539.2573757172,886204.8143310547,37686.18778038025,117160.0,2488.2552642822266,199435.28436279297,0.8619571311999367,48221.27297210693,349321.0,23432,2427.958395427547,822.8633393064262,9,IPPO
1050761.1527235508,892829.2437744141,37838.8477935791,117400.0,2693.0611555576324,198111.30374145508,0.8612170246925095,48386.823123931885,348651.0,23480,2446.1075171901757,837.8943236594896,10,IPPO
1066193.625514999,912666.6005859375,36556.617599487305,115025.0,1945.4073295742273,182091.90872192383,0.8616708068011676,46356.464237213135,335117.0,23005,2500.456439961473,784.1496680835161,11,IPPO
1036558.8040727377,879148.7890625,37907.09336853027,117355.0,2147.9216417074203,203280.8376159668,0.8606442936838916,48640.71573257446,349040.0,23471,2408.626819349315,799.7900477079754,12,IPPO
1088134.8098802567,933730.8488769531,36651.05392074585,113855.0,3897.907082557678,203646.59436035156,0.8580388410703473,46541.25614929199,327845.0,22771,2558.1667092519265,924.8042123420508,13,IPPO
1040668.120557785,884202.7718505859,37593.53327178955,116815.0,2056.815435409546,188662.5545501709,0.8610063393463157,48373.68572998047,348028.0,23363,2422.473347535852,799.557688764261,14,IPPO
1031650.0009351373,874824.2204589844,37622.76906585693,116440.0,2763.0114102959633,194273.61849975586,0.8607194129868224,48421.45319747925,347654.0,23288,2396.778686188998,771.7123862054818,15,IPPO
1043126.6761727333,884691.0435791016,37738.671295166016,116975.0,3721.9612984657288,197756.59814453125,0.8617260314486955,48135.79565811157,348119.0,23395,2423.8110782989083,843.4242476635284,16,IPPO
1011060.753136754,852129.9530029297,37821.234981536865,119170.0,1939.5651522874832,198439.3486175537,0.863552940956058,48434.612548828125,354970.0,23834,2334.6026109669306,735.1901567660378,17,IPPO
1036392.5411939621,879121.0987548828,37315.81822967529,118305.0,1650.6242094039917,188351.1477355957,0.8645116685865549,47418.070739746094,349979.0,23661,2408.5509554928294,822.6704645021915,18,IPPO
1054779.71510458,900021.4471435547,37232.09071159363,114870.0,2656.17724943161,196837.27850341797,0.8612918673044444,47008.602294921875,338903.0,22974,2465.8121839549444,793.4591443308955,19,IPPO
1048983.784488678,890407.9798583984,37448.29108428955,117860.0,3267.5135459899902,199137.55758666992,0.8631853402925967,47805.23113632202,349416.0,23572,2439.4739174202696,860.6735215938055,20,IPPO
1108564.1360014677,953857.2224121094,36423.27053451538,113910.0,4373.643054842949,201302.1376953125,0.8600151761698416,45958.27752685547,328309.0,22782,2613.3074586633134,948.1844795475877,21,IPPO
1051997.20651865,892401.8469238281,38251.03974533081,118100.0,3244.3198494911194,226953.77210998535,0.8596550535571231,49063.18982696533,349590.0,23620,2444.9365669145977,890.0451273706344,22,IPPO
1066587.5078439713,912978.8592529297,36225.316601753235,114930.0,2453.33198928833,191029.49241638184,0.8625343479805538,45750.49351119995,332814.0,22986,2501.3119431587115,817.3775511668554,23,IPPO
1043171.0587792546,885748.0783691406,37727.13623046875,116795.0,2900.8441796451807,196676.68658447266,0.8607941008094754,48421.65838623047,347842.0,23359,2426.7070640250427,827.102068859005,24,IPPO
1040036.3366627395,882615.1943359375,37540.44459152222,117280.0,2600.6977352797985,189789.513381958,0.863005646627942,47802.26168823242,348936.0,23456,2418.123820098459,829.3376999022288,25,IPPO
1051300.28170681,894537.4027099609,37761.73852157593,116665.0,2336.1404752731323,207916.19180297852,0.8605464419550077,48526.630767822266,347977.0,23333,2450.7874046848247,830.608696858205,26,IPPO
1045640.209684372,887377.2996826172,37565.59616470337,116920.0,3777.3138370513916,201773.52041625977,0.8621182656903029,48026.000522613525,348313.0,23384,2431.170684061965,837.270660872881,27,IPPO
1040179.2957088947,884072.1859130859,37449.745933532715,116810.0,1847.3638622760773,200878.79452514648,0.8608690902887709,48395.85215759277,347844.0,23362,2422.115577844071,861.9581703102538,28,IPPO
1048561.1875257492,891545.6051025391,37352.93519592285,116760.0,2902.6472272872925,190868.48495483398,0.862745058000461,47743.03353500366,347842.0,23352,2442.590698911066,832.9813713719591,29,IPPO
986375.296895504,827208.349609375,50141.283851623535,90520.0,18505.663434505463,1606871.7402496338,0.7514195322890727,81446.3959236145,327646.0,18104,2266.324245505137,609.6268958554614,0,EOQ
928006.263317585,762160.8786621094,53296.717906951904,94170.0,18378.666748523712,1600698.3655090332,0.7521138933677306,86730.88676071167,349882.0,18834,2088.1119963345463,517.0958125148767,1,EOQ
941923.3390302658,773984.2797851562,52920.74403953552,93530.0,21488.315205574036,1715638.5663757324,0.7498965457338719,87120.53705215454,348338.0,18706,2120.504876123716,531.1386417751655,2,EOQ
977064.2108049393,811606.4157714844,51251.223331451416,91825.0,22381.57170200348,1647390.7249603271,0.7502885660464523,83757.21033096313,335416.0,18365,2223.579221291738,575.6737336505972,3,EOQ
944007.6313430071,775648.4237060547,53067.967712402344,93870.0,21421.239924550056,1724752.7846679688,0.7504363526581901,87177.82285308838,349321.0,18774,2125.0641745371363,549.8755317750724,4,EOQ
942256.6093060672,776110.7550048828,53309.11054611206,92530.0,20306.743755072326,1732676.0708618164,0.7471216659003522,87363.39535140991,345476.0,18506,2126.3308356298157,538.3632409286989,5,EOQ
945874.4358862042,779088.5064697266,52677.74464607239,93050.0,21058.184770405293,1701056.37033844,0.7507039105674916,86228.52578163147,345888.0,18610,2134.489058821169,538.7981566394026,6,EOQ
981177.1081753969,821791.2087402344,50433.69239616394,90080.0,18872.207038998604,1734869.515197754,0.7500645005033488,82069.57042121887,328363.0,18016,2251.482763671875,583.0566241525368,7,EOQ
949977.1597958207,786452.7139892578,52387.62754058838,91625.0,19511.81826597452,1689524.3300628662,0.7491886683661063,85222.1791305542,339786.0,18325,2154.664969833583,542.9865210155314,8,EOQ
946265.0113945007,776371.2928466797,53363.99650764465,93990.0,22539.72204017639,1718625.3928222656,0.7506109000410556,87116.84978675842,349321.0,18798,2127.0446379361088,555.3688596983337,9,EOQ
943449.86377424,775333.2409667969,53377.98007965088,93700.0,21038.642727792263,1718430.261566162,0.7508958320247093,86850.41726875305,348651.0,18740,2124.2006601830053,552.3017085601177,10,EOQ
976935.6127119362,815310.5853271484,51023.610043525696,91425.0,19176.417341262102,1632838.8072814941,0.7523523294484271,82990.94441223145,335117.0,18285,2233.7276310332836,580.2294063978428,11,EOQ
947233.011254251,778671.7427978516,54294.671875,93500.0,20766.59658139944,1760349.1702270508,0.7452148333454853,88930.2145690918,349040.0,18700,2133.347240542059,550.1171609224072,12,EOQ
978389.532246232,819090.5882568359,50220.461864471436,90410.0,18668.48212492466,1737535.5545654297,0.7521359596397306,81260.98631191254,327845.0,18082,2244.083803443386,589.6740426895186,13,EOQ
939856.3107151985,774213.0142822266,53109.79652404785,93185.0,19348.499908924103,1717062.0375823975,0.7497239099481716,87103.08706855774,348028.0,18637,2121.131545978703,549.9737548612809,14,EOQ
951797.5718539953,783994.3453369141,53142.65672874451,93215.0,21445.569788336754,1719193.133758545,0.7486769733436526,87373.45550918579,347654.0,18643,2147.9297132518195,558.0784901761913,15,EOQ
946472.4408497959,778500.5885009766,53516.78653717041,93340.0,21115.065811648965,1716346.4136657715,0.7494974826954771,87204.6858215332,348119.0,18668,2132.8783246602097,557.8416361130872,16,EOQ
941428.4641704559,770550.1304931641,53698.31566238403,95335.0,21845.018014907837,1607018.780593872,0.7518726364029567,88077.77025604248,354970.0,19067,2111.0962479264767,562.3685602484164,17,EOQ
930907.9975299835,762200.8452148438,53171.31409263611,94415.0,21120.838222503662,1644198.0603637695,0.7533359852456103,86327.22521972656,349979.0,18883,2088.221493739298,509.3609453860242,18,EOQ
960347.8601675034,797133.9530029297,52023.07557487488,91625.0,19565.831589698777,1655504.538482666,0.7510214531876439,84379.5764503479,338903.0,18325,2183.928638364191,546.1256053900862,19,EOQ
933237.0878636874,764071.1929931641,53468.575607299805,94150.0,21547.31926322356,1778187.378326416,0.7498309855894867,87413.05633926392,349416.0,18830,2093.3457342278466,547.6639410709255,20,EOQ
966445.3547091484,808202.1870117188,50298.20154762268,90425.0,17519.966149806976,1661931.8514709473,0.7513338425209061,81639.33749580383,328309.0,18085,2214.252567155394,550.6121656446712,21,EOQ
933766.541546464,766115.9866943359,53299.83610725403,94190.0,20160.718744874,1762720.636856079,0.7505601501835849,87201.67709732056,349590.0,18838,2098.947908751605,538.0761508950444,22,EOQ
975483.866918087,814203.7442626953,50537.910161972046,91325.0,19417.212493419647,1620740.873336792,0.7533209360518313,82098.24598884583,332814.0,18265,2230.695189760809,575.5865190059856,23,EOQ
943255.096855402,777242.9709472656,53397.042781829834,93075.0,19540.083126306534,1723746.6363830566,0.7482703749896811,87562.13622283936,347842.0,18615,2129.4327971157963,548.2305624660711,24,EOQ
943927.9947203095,777073.1485595703,53437.09956741333,93640.0,19777.746593325865,1742175.0807037354,0.7495850114373942,87378.80444908142,348936.0,18728,2128.9675303001927,550.8621520280807,25,EOQ
943987.2136416435,775538.9486083984,53276.793771743774,93595.0,21576.471261501312,1716135.877960205,0.7493863680414383,87207.77980804443,347977.0,18719,2124.7642427627356,545.877617814066,26,EOQ
944686.805228591,776167.9350585938,53002.66465950012,93610.0,21906.205510497093,1715877.5969848633,0.7498935022382136,87115.34455490112,348313.0,18722,2126.4874933112155,547.5455098233527,27,EOQ
942595.2213175297,774848.5808105469,53633.11436462402,93120.0,20993.52614235878,1759338.4389648438,0.7452116710054717,88626.5915107727,347844.0,18624,2122.8728241384847,545.4158401477871,28,EOQ
950768.3908753358,783358.9456787109,53197.70648765564,93115.0,21096.738708969206,1719166.0515441895,0.7493082271623326,87201.1276473999,347842.0,18623,2146.188892270441,560.2975805426262,29,EOQ
1032909.6469959021,839458.1970214844,36230.2811088562,146250.0,10971.168865561485,365707.3628387451,0.8404256779486696,52283.8883228302,327646.0,29250,2299.885471291738,734.7380955061519,0,"(s,S)"
969672.7112592459,767219.1105957031,38024.284536361694,151680.0,12749.316127181053,353708.4145812988,0.8430472035806272,54914.95831680298,349882.0,30336,2101.970166015625,619.2844019551163,1,"(s,S)"
1008830.0771406889,807407.6773681641,36939.57183456421,150430.0,14052.827937960625,309100.4617614746,0.8457413061785336,53734.16488838196,348338.0,30086,2212.075828405929,734.8464001332399,2,"(s,S)"
1024804.0688350201,827110.1506347656,36637.19549179077,147785.0,13271.722708463669,338505.450881958,0.8429198324727242,52687.201471328735,335416.0,29557,2266.055207218536,709.695800359324,3,"(s,S)"
998356.4714312851,796814.1094970703,37600.024503707886,150515.0,13427.337430506945,372286.52450561523,0.8433858468603879,54708.612588882446,349321.0,30103,2183.052354786494,717.3925742489926,4,"(s,S)"
998598.4684767723,800027.1661987305,37966.12001037598,148800.0,11805.182267665863,396313.19287109375,0.8389551535680596,55637.12936592102,345476.0,29760,2191.8552498595354,709.172602590593,5,"(s,S)"
989372.8482794762,790600.6610107422,37497.5318813324,149470.0,11804.65538740158,359688.8180923462,0.8419170375116902,54678.999729156494,345888.0,29894,2166.029208248609,692.9823879041934,6,"(s,S)"
1051912.1944298744,858326.2443847656,35925.96517753601,145955.0,11704.984867572784,330586.2754974365,0.8423537530485848,51765.19458770752,328363.0,29191,2351.578751739084,784.4781247806404,7,"(s,S)"
1009177.5239565372,811908.4393310547,37698.10782814026,147515.0,12055.9767973423,390444.1088104248,0.8399916461753882,54368.598512649536,339786.0,29503,2224.40668309878,701.6444253895033,8,"(s,S)"
991069.8456165195,787715.0363769531,37333.195974349976,150975.0,15046.61326521635,336071.07244873047,0.8450659852034159,54121.70498275757,349321.0,30195,2158.123387334118,706.4536884969202,9,"(s,S)"
1002203.9268579483,800704.0567626953,37739.45662307739,150860.0,12900.413472175598,366587.44427490234,0.8432401926277031,54654.46360015869,348651.0,30172,2193.7097445553295,704.4784677595683,10,"(s,S)"
1028514.6964434385,832538.6669921875,36257.55422592163,147635.0,12083.4752253294,339026.4718322754,0.8449921269307346,51945.77339935303,335117.0,29527,2280.9278547731165,715.4584481040528,11,"(s,S)"
1002055.3389296979,799291.1810302734,38698.9331035614,150775.0,13290.224795863032,407626.4460449219,0.8376236301481573,56675.84813308716,349040.0,30155,2189.8388521377356,730.3350811770171,12,"(s,S)"
1035799.3734121323,842609.8022460938,36506.32236480713,145955.0,10728.248801231384,469898.79431152344,0.8380089651280375,53107.95082759857,327845.0,29191,2308.5200061536816,761.3244040792903,13,"(s,S)"
992969.8483188152,793092.6374511719,37588.00582695007,149470.0,12819.205040693283,335120.8080596924,0.8433512947752186,54518.135581970215,348028.0,29894,2172.8565409621147,692.4391444636434,14,"(s,S)"
994233.87748456,794155.5131835938,37648.05294704437,149515.0,12915.31135392189,344074.23233032227,0.8408573114885763,55326.59223175049,347654.0,29903,2175.76852927012,708.117453827281,15,"(s,S)"
1002269.954552412,800106.7823486328,37806.01819229126,150340.0,14017.15401148796,364271.5849304199,0.8427814024183481,54730.7809715271,348119.0,30068,2192.0733762976242,732.560833585377,16,"(s,S)"
972479.3848249018,769399.8239746094,37952.98613357544,152815.0,12311.574716717005,313248.94847106934,0.8455316767053281,54831.62071990967,354970.0,30563,2107.944723218108,606.9116481873916,17,"(s,S)"
976891.0168167949,774313.7485351562,37434.89204788208,151835.0,13307.376233756542,367955.5425109863,0.8461272581412519,53852.22832298279,349979.0,30367,2121.407530233305,643.979860010376,18,"(s,S)"
1015566.1905686855,818654.9312744141,36804.46936035156,147845.0,12261.789933919907,335553.1069946289,0.8445741418399905,52674.28960800171,338903.0,29569,2242.8902226696277,700.3117476273436,19,"(s,S)"
987682.9600331783,786868.1044921875,37675.21558570862,151355.0,11784.639955282211,412856.5061035156,0.8436168490343321,54642.775077819824,349416.0,30271,2155.803026005993,694.5539290365401,20,"(s,S)"
1023073.3955795765,829298.467590332,36573.10181808472,146330.0,10871.826171159686,422766.8681488037,0.8393177578818443,52753.42622756958,328309.0,29266,2272.050596137896,717.812428586148,21,"(s,S)"
988256.4233179092,785591.7581787109,37996.59426689148,151605.0,13063.070872306824,400943.6708831787,0.8426445832046949,55009.8801574707,349590.0,30321,2152.3061867909887,689.8718650986768,22,"(s,S)"
1024438.7535695434,829472.4906005859,36308.5630569458,147355.0,11302.699912011623,332433.6513824463,0.8429993639754128,52252.00967788696,332814.0,29471,2272.5273715084545,712.9200136556392,23,"(s,S)"
999386.485563755,797538.0557861328,38416.59602165222,149990.0,13441.833755970001,396046.4713745117,0.8382385340828734,56267.431827545166,347842.0,29998,2185.0357692770763,725.4399940600955,24,"(s,S)"
991393.3896408081,790325.84765625,37793.74147415161,150635.0,12638.800510406494,353118.8885650635,0.8430305530928892,54772.290925979614,348936.0,30127,2165.27629494863,704.5147017988812,25,"(s,S)"
999290.0644650459,797120.6065673828,37415.45426940918,150365.0,14389.003628253937,355104.2965698242,0.8440322766735268,54273.180459976196,347977.0,30073,2183.89207278735,700.575067616264,26,"(s,S)"
994222.2949866652,791460.3229980469,36950.640261650085,150615.0,15196.331726968288,347594.4822998047,0.8463934854686505,53503.14589595795,348313.0,30123,2168.3844465699913,713.8189412108995,27,"(s,S)"
997612.8587331772,797481.1809692383,38572.213582992554,149370.0,12189.46418094635,395061.2519836426,0.8359848375303217,57051.69017410278,347844.0,29874,2184.8799478609267,717.8067855112997,28,"(s,S)"
1004483.7685222626,803297.8717041016,37795.97643470764,149605.0,13784.92038345337,367940.6463317871,0.840545003321389,55465.1449546814,347842.0,29921,2200.8160868605523,737.5501216115226,29,"(s,S)"
1061370.4193854332,832027.9604492188,37406.6947517395,181145.0,10790.764184474945,348328.0400238037,0.8418445793816842,51818.99094390869,327646.0,36229,2279.528658764983,755.8826885693209,0,Newsvendor
1004360.1560955048,766103.1688232422,39235.86437988281,187315.0,11706.12289237976,332704.8904724121,0.8447822882490338,54307.88342285156,349882.0,37463,2098.912791296554,690.6852582610438,1,Newsvendor
1037230.6989737153,800793.0245361328,38121.39224815369,185655.0,12661.282189428806,301216.46603393555,0.8474491915576252,53139.24351119995,348338.0,37131,2193.953491879816,756.7155121170757,2,Newsvendor
1056782.1053857803,825616.6154785156,37208.968658447266,182915.0,11041.521248817444,312783.87965393066,0.8473770608544182,51192.17575645447,335416.0,36583,2261.963330078125,776.613629585541,3,Newsvendor
1039585.9285712242,802868.5227050781,38569.54133987427,186255.0,11892.86452627182,330881.6463623047,0.8456397605011734,53921.273221969604,349321.0,37251,2199.6397882330907,792.5291591649326,4,Newsvendor
1033945.8371777534,800770.3978271484,38842.685483932495,183775.0,10557.753866672516,345398.3705444336,0.8425561573342286,54393.06898880005,345476.0,36755,2193.891500896297,761.9817267006756,5,Newsvendor
1025510.1802287102,791725.6781005859,38344.98843765259,184625.0,10814.51369047165,309045.5771865845,0.8455475260684444,53423.257303237915,345888.0,36925,2169.1114468509204,774.134322095497,6,Newsvendor
1073594.49411273,845179.0649414062,37050.02493286133,180415.0,10950.404238462448,317590.8600769043,0.8436295119893945,51346.282554626465,328363.0,36083,2315.55908203125,802.2651298577807,7,Newsvendor
1037044.3289523125,805349.5682373047,38222.800760269165,182835.0,10636.959954738617,350172.83808898926,0.8448250109318056,52726.28883552551,339786.0,36567,2206.4371732528894,732.1527068027364,8,Newsvendor
1034095.4964991808,794542.1195068359,38517.63917350769,186350.0,14685.737818837166,315671.44665527344,0.8471388812315214,53397.59886932373,349321.0,37270,2176.8277246762627,778.2545002801529,9,Newsvendor
1048198.1521512866,810206.7047119141,38678.963819503784,186110.0,13202.483619868755,342432.0163269043,0.8458512777447221,53744.1061630249,348651.0,37222,2219.7443964709973,805.4443965977456,10,Newsvendor
1055903.4436554909,825104.0816650391,37498.55702018738,182150.0,11150.804970264435,331253.7967224121,0.8456789633060244,51715.602853775024,335117.0,36430,2260.559127849422,743.5341829605063,11,Newsvendor
1042175.8179616928,803739.2978515625,39825.335678100586,186230.0,12381.184432029724,389417.89837646484,0.8386881542730408,56304.28663253784,349040.0,37246,2202.0254735659246,788.9379651930764,12,Newsvendor
1071867.0638837516,843577.8176269531,37405.61831378937,180675.0,10208.627943009138,405042.33642578125,0.8415166623337592,51957.96983718872,327845.0,36135,2311.172103087543,825.0389267801154,13,Newsvendor
1030384.1114815474,795608.7790527344,38667.82392120361,184730.0,11377.508507609367,315074.35523986816,0.8450624319515829,53922.61193275452,348028.0,36946,2179.7500795965325,756.3437081653317,14,Newsvendor
1025388.9354791641,791507.9178466797,38459.33885383606,184465.0,10956.678778648376,327988.39657592773,0.8444291310356805,54084.83487892151,347654.0,36893,2168.514843415561,751.3420554695624,15,Newsvendor
1040832.9933780581,803137.4421386719,38970.83129692078,185700.0,13024.719942465425,339703.0071105957,0.8440688356134226,54282.60101509094,348119.0,37140,2200.3765538045805,795.7713307554818,16,Newsvendor
1013378.0458397865,775464.9645996094,38617.37258148193,189020.0,10275.708658695221,294852.1054534912,0.8487885408664511,53675.531648635864,354970.0,37804,2124.5615468482447,702.7819535000566,17,Newsvendor
1011135.4461221695,772846.8251342773,38811.848163604736,187270.0,12206.772824287415,342614.7409667969,0.8464951171977022,53723.48537826538,349979.0,37454,2117.388562011719,695.1457231286843,18,Newsvendor
1054285.447329998,823133.3696289062,37808.40237426758,182570.0,10773.675326824188,308511.63671875,0.8469251093352841,51877.539670944214,338903.0,36514,2255.1599167915238,757.6272549019234,19,Newsvendor
1032635.3674188852,795703.0256347656,39020.92483139038,186755.0,11156.416952729225,390260.2057495117,0.8442355902811752,54426.576986312866,349416.0,37351,2180.0082894103166,778.0656140182136,20,Newsvendor
