episode,global_step,elapsed_s,reward_raw,reward_smooth,fill_rate,stockout,cost_holding,cost_stockout,cost_ordering,cost_overflow,cost_service_penalty,cost_total,entropy,approx_kl,clip_frac,value_loss,explained_variance,lr_scale,ent_coef,eval_reward,eval_fill
188,68620,176.9,-1380837.8747861565,-1308947.168290359,0.8441833791667468,77999.30915260315,813197.5323486328,52277.68031692505,136005.0,25474.73305517435,353882.92025756836,1380837.8659783006,0.28790892150841263,0.0005941442250332329,0.0045888800431337015,0.00795785349940783,0.978769838809967,,0.016634000000000003,-1418642.8812563522,0.8325304025656557
189,68985,177.6,-1315763.870585505,-1308756.8034638376,0.9126165664359315,50535.02231311798,918339.6580810547,33188.420241355896,97645.0,10122.65447306633,256468.14065551758,1315763.8734509945,0.28790892150841263,0.0005941442250332329,0.0045888800431337015,0.00795785349940783,0.978769838809967,,0.016634000000000003,-1418642.8812563522,0.8325304025656557
190,69350,178.2,-1274605.2033003913,-1304972.4015296977,0.9039788030598261,55389.43486022949,858301.4320068359,36118.099142074585,104900.0,12097.644163250923,263188.02506256104,1274605.2003747225,0.28790892150841263,0.0005941442250332329,0.0045888800431337015,0.00795785349940783,0.978769838809967,,0.016634000000000003,-1418642.8812563522,0.8325304025656557
191,69715,179.5,-1331075.9712948846,-1306393.4068467163,0.9102611349053579,54399.58566379547,899088.5639648438,35314.089943408966,97565.0,13073.53484916687,286034.775970459,1331075.9647278786,0.24470887921358409,0.0006088404713744623,0.004256934466722764,0.006522059667316314,0.9838153123855591,,0.016580000000000004,-1418642.8812563522,0.8325304025656557
192,70080,180.2,-1322317.1343714178,-1308334.8159287765,0.9099812737882954,55712.07606506348,882250.6962890625,36073.39196777344,98530.0,9236.974801063538,296226.07038116455,1322317.133439064,0.24470887921358409,0.0006088404713744623,0.004256934466722764,0.006522059667316314,0.9838153123855591,,0.016580000000000004,-1418642.8812563522,0.8325304025656557
193,70445,180.9,-1371455.3777640087,-1309836.2301458807,0.9248505899350937,43499.78168487549,996834.4230957031,29096.53388118744,85180.0,11638.70775604248,248705.70984649658,1371455.3745794296,0.24470887921358409,0.0006088404713744623,0.004256934466722764,0.006522059667316314,0.9838153123855591,,0.016580000000000004,-1418642.8812563522,0.8325304025656557
194,70810,182.2,-1381485.2350398533,-1311494.568180253,0.9256662107493779,42361.659423828125,1011473.0051269531,28711.56899380684,84230.0,7840.3328367471695,249230.32876586914,1381485.2357233763,0.225489476205487,0.000491228998390924,0.0035341497124662916,0.005663777664793949,0.986259400844574,,0.016526,-1418642.8812563522,0.8325304025656557
195,71175,182.9,-1292688.726456959,-1312690.671216441,0.8966350527658854,63021.9653301239,821366.0789794922,40194.31629943848,107550.0,15479.51876527071,308098.8140258789,1292688.7280700803,0.225489476205487,0.000491228998390924,0.0035341497124662916,0.005663777664793949,0.986259400844574,,0.016526,-1418642.8812563522,0.8325304025656557
196,71540,183.5,-1265363.967058518,-1310064.0651020212,0.8611441501199383,59271.090284347534,850141.7395019531,42344.298597335815,128060.0,13885.212151527405,230932.71534729004,1265363.9655981064,0.225489476205487,0.000491228998390924,0.0035341497124662916,0.005663777664793949,0.986259400844574,,0.016526,-1418642.8812563522,0.8325304025656557
197,71905,184.8,-1230530.3635094757,-1306635.9115693849,0.8878511681948622,58640.99886894226,826413.3446044922,39364.12665081024,113965.0,12357.12799680233,238430.76760864258,1230530.3668607473,0.27120091609264674,0.0005152432820882256,0.003304732477868368,0.00733602462385438,0.9803260564804077,,0.016472,-1418642.8812563522,0.8325304025656557
198,72270,185.5,-1259988.4729110976,-1304562.5434684935,0.8645470588174585,56958.257024765015,853602.0881347656,41124.39137840271,127570.0,15908.109753847122,221783.88319396973,1259988.4724609852,0.27120091609264674,0.0005152432820882256,0.003304732477868368,0.00733602462385438,0.9803260564804077,,0.016472,-1418642.8812563522,0.8325304025656557
199,72635,186.1,-1387696.9372545958,-1308658.7096570565,0.8457453820803394,78148.07161521912,811162.6906738281,52037.75846672058,138505.0,27255.084483146667,358736.4077644348,1387696.9413881302,0.27120091609264674,0.0005152432820882256,0.003304732477868368,0.00733602462385438,0.9803260564804077,,0.016472,-1418642.8812563522,0.8325304025656557
200,73000,188.6,-1291663.7760203632,-1310210.5993984481,0.9110021765917948,55205.2742729187,871131.0446777344,35781.512724876404,99390.0,7429.506532669067,277931.7091217041,1291663.773056984,0.30073748489743785,0.0007844794631876683,0.007279780907801499,0.008482097592940064,0.9770286083221436,,0.016418000000000002,-1393404.416149163,0.8334489921184436
201,73365,189.2,-1308145.9922118317,-1306327.4194175664,0.9056263415780786,57719.56763458252,863722.9666748047,37340.52448272705,101870.0,9143.459800958633,296069.03982543945,1308145.9907839298,0.30073748489743785,0.0007844794631876683,0.007279780907801499,0.008482097592940064,0.9770286083221436,,0.016418000000000002,-1393404.416149163,0.8334489921184436
202,73730,190.6,-1441477.7252782283,-1314897.4700986303,0.8399625644291917,81414.29932975769,847288.8776855469,53432.372133255005,140725.0,22131.94094324112,377899.5333404541,1441477.724102497,0.2788403524379981,0.0005899311782310466,0.0033157080975606255,0.008335196419226887,0.9783191680908203,,0.016382,-1393404.416149163,0.8334489921184436
203,74095,191.2,-1324502.387364375,-1317495.2689420918,0.9211641329608552,48230.240651130676,941269.0347900391,31612.362289905548,91200.0,6072.226798534393,254348.76360321045,1324502.3874816895,0.2788403524379981,0.0005899311782310466,0.0033157080975606255,0.008335196419226887,0.9783191680908203,,0.016382,-1393404.416149163,0.8334489921184436
204,74460,192.0,-1246852.8068820233,-1316113.0615702728,0.8789202340661663,58062.23986816406,822885.2573242188,40645.8046503067,120105.0,11813.056265830994,251403.68618011475,1246852.8044204712,0.2788403524379981,0.0005899311782310466,0.0033157080975606255,0.008335196419226887,0.9783191680908203,,0.016382,-1393404.416149163,0.8334489921184436
205,74825,193.3,-1252734.9570844444,-1315337.1699558753,0.8742505517724443,56303.874552726746,842463.1844482422,40546.848779678345,122865.0,10951.175423026085,235908.7509765625,1252734.9596275091,0.2695391021276775,0.0004982144577967885,0.0034003006868787403,0.006836084379373412,0.9817697405815125,,0.016328000000000002,-1393404.416149163,0.8334489921184436
206,75190,194.0,-1277641.1654607707,-1316507.9806964977,0.9045418442112125,58300.06261634827,841328.9505615234,37626.32119214535,106460.0,10290.793754577637,281935.1089935303,1277641.1745017767,0.2695391021276775,0.0004982144577967885,0.0034003006868787403,0.006836084379373412,0.9817697405815125,,0.016328000000000002,-1393404.416149163,0.8334489921184436
207,75555,194.7,-1359442.5505006197,-1315813.524756776,0.9272891862751687,41408.95450592041,1012140.8944091797,28511.095263004303,85680.0,2153.0915052890778,230957.46534729004,1359442.546524763,0.2695391021276775,0.0004982144577967885,0.0034003006868787403,0.006836084379373412,0.9817697405815125,,0.016328000000000002,-1393404.416149163,0.8334489921184436
208,75920,196.0,-1261295.145766434,-1309836.3883057896,0.8676632902393603,58067.95133113861,834724.6024169922,41763.826603889465,126695.0,15017.298883616924,243094.41807937622,1261295.1459838748,0.2512963131854409,0.0007286680943491918,0.005853753353125955,0.006546999278821443,0.9833460450172424,,0.016274000000000004,-1393404.416149163,0.8334489921184436
209,76285,196.7,-1326720.6268087425,-1310384.2261169518,0.851435836700544,70889.56364631653,838435.8382568359,48443.494775772095,133950.0,16046.080124378204,289845.21531677246,1326720.6284737587,0.2512963131854409,0.0007286680943491918,0.005853753353125955,0.006546999278821443,0.9833460450172424,,0.016274000000000004,-1393404.416149163,0.8334489921184436
210,76650,197.4,-1293259.2161236093,-1311316.9267581129,0.8525807517848603,65714.55072021484,833766.9963378906,45882.8080701828,133155.0,13332.133779525757,267122.2814254761,1293259.2196130753,0.2512963131854409,0.0007286680943491918,0.005853753353125955,0.006546999278821443,0.9833460450172424,,0.016274000000000004,-1393404.416149163,0.8334489921184436
211,77015,198.7,-1261748.2159941057,-1307850.5389930739,0.8555864017303676,62020.60619926453,809090.0601806641,43882.22034072876,131305.0,9245.383066773415,268225.55349731445,1261748.2170854807,0.30365303237187236,0.0006761597907921226,0.00542623955162095,0.008710469143759263,0.9741142392158508,,0.016220000000000002,-1393404.416149163,0.8334489921184436
212,77380,199.3,-1279637.2043573284,-1305716.5424923694,0.884378328225384,62342.346338272095,811126.0972900391,41836.349447250366,115195.0,7171.855941772461,304307.90406799316,1279637.206747055,0.30365303237187236,0.0006761597907921226,0.00542623955162095,0.008710469143759263,0.9741142392158508,,0.016220000000000002,-1393404.416149163,0.8334489921184436
213,77745,200.0,-1367744.3339311644,-1305530.990300727,0.9202076746992869,48780.81297206879,958560.2033691406,32259.68727493286,88460.0,4948.556964874268,283515.88890075684,1367744.3365097046,0.30365303237187236,0.0006761597907921226,0.00542623955162095,0.008710469143759263,0.9741142392158508,,0.016220000000000002,-1393404.416149163,0.8334489921184436
214,78110,201.4,-1381411.2886348958,-1305527.292980479,0.91854672105345,50925.72763252258,939033.1409912109,33467.0141582489,90000.0,8571.73086643216,310339.4018859863,1381411.2879018784,0.2602540415368582,0.0006086490249895417,0.004688999111653845,0.006897825563914682,0.9816457033157349,,0.016166,-1393404.416149163,0.8334489921184436
215,78475,202.1,-1324670.7223875178,-1307126.392777007,0.8456435543217071,76438.70809364319,802449.0472412109,51681.2157535553,133650.0,19374.131163507584,317516.32905578613,1324670.72321406,0.2602540415368582,0.0006086490249895417,0.004688999111653845,0.006897825563914682,0.9816457033157349,,0.016166,-1393404.416149163,0.8334489921184436
216,78840,202.7,-1388780.05504732,-1313297.197176447,0.9239140183958289,44358.47865104675,998374.3382568359,30195.553815364838,84210.0,4429.290527820587,271570.87310791016,1388780.0557079315,0.2602540415368582,0.0006086490249895417,0.004688999111653845,0.006897825563914682,0.9816457033157349,,0.016166,-1393404.416149163,0.8334489921184436
217,79205,204.1,-1198115.6630544602,-1311676.4621536965,0.878060425797554,57755.182832717896,798335.5808105469,40667.15135574341,119870.0,10381.714029341936,228861.21517181396,1198115.6613674462,0.24890458289729922,0.0006373155985401306,0.004352502661947112,0.007593578579345424,0.9811083674430847,,0.016112,-1393404.416149163,0.8334489921184436
218,79570,204.8,-1240047.4040445094,-1310679.4087103668,0.8883597000004494,60424.46833610535,797226.4029541016,40218.33814716339,114950.0,12567.604749202728,275085.0584411621,1240047.4042916298,0.24890458289729922,0.0006373155985401306,0.004352502661947112,0.007593578579345424,0.9811083674430847,,0.016112,-1393404.416149163,0.8334489921184436
219,79935,206.2,-1259292.3169225776,-1304259.177693766,0.8500751416977138,69884.38700294495,802409.5798339844,48161.28737449646,133940.0,10497.192050933838,264284.25842285156,1259292.3176822662,0.28267859196976614,0.0005391914664869546,0.0037831088963062747,0.007239785394631326,0.9789894223213196,,0.016076,-1393404.416149163,0.8334489921184436
220,80300,206.9,-1238956.322687695,-1301623.8050271326,0.8596899248149297,58490.26852226257,827214.3597412109,42231.18454551697,129435.0,14681.235082030296,225394.5442047119,1238956.32357347,0.28267859196976614,0.0005391914664869546,0.0037831088963062747,0.007239785394631326,0.9789894223213196,,0.016076,-1393404.416149163,0.8334489921184436
221,80665,207.6,-1246801.1236341028,-1298556.5615982465,0.8661760795606326,57102.20001792908,839651.890625,41695.71411323547,126585.0,8456.017223834991,230412.50247955322,1246801.1244416237,0.28267859196976614,0.0005391914664869546,0.0037831088963062747,0.007239785394631326,0.9789894223213196,,0.016076,-1393404.416149163,0.8334489921184436
222,81030,209.1,-1267593.5874005076,-1289862.3547043602,0.8991589376371201,60281.97289276123,818249.2907714844,38872.96581411362,107690.0,9307.649442434311,293473.6834716797,1267593.589499712,0.28267180135375575,0.0005704191795111432,0.0036811159404207595,0.008511467916449826,0.9764200448989868,,0.016022,-1393404.416149163,0.8334489921184436
223,81395,209.7,-1293740.018184253,-1288324.2362453542,0.9059457736472561,56958.382060050964,859685.2448730469,37210.89324951172,101770.0,9966.667982578278,285107.2103881836,1293740.0164933205,0.28267180135375575,0.0005704191795111432,0.0036811159404207595,0.008511467916449826,0.9764200448989868,,0.016022,-1393404.416149163,0.8334489921184436
224,81760,210.4,-1432318.2611842991,-1297597.5089604678,0.8427495500812792,80648.47397994995,815319.2277832031,53607.148067474365,138695.0,33446.32835435867,391250.5583496094,1432318.2625546455,0.28267180135375575,0.0005704191795111432,0.0036811159404207595,0.008511467916449826,0.9764200448989868,,0.016022,-1393404.416149163,0.8334489921184436
225,82125,213.0,-1271148.8104633023,-1298518.2016294105,0.896525912252191,61744.35186004639,809083.5645751953,39628.93082237244,107655.0,10386.543438911438,304394.76834106445,1271148.8071775436,0.2679155770885317,0.0005626938760351072,0.004263091507661892,0.00833144856886448,0.9778371453285217,,0.015968000000000003,-1372655.0952246152,0.8295602675986616
226,82490,213.7,-1386659.2314319178,-1303969.1049279678,0.8408823506472862,79770.47872161865,812292.5748291016,53208.67749214172,138295.0,20451.859965324402,362411.1187400818,1386659.2310266495,0.2679155770885317,0.0005626938760351072,0.004263091507661892,0.00833144856886448,0.9778371453285217,,0.015968000000000003,-1372655.0952246152,0.8295602675986616
227,82855,214.4,-1261929.4419265538,-1299093.4494992648,0.8506505740831976,68668.85645198822,807119.8363037109,47382.210372924805,133260.0,10065.443426132202,264101.9474182129,1261929.4375209808,0.2679155770885317,0.0005626938760351072,0.004263091507661892,0.00833144856886448,0.9778371453285217,,0.015968000000000003,-1372655.0952246152,0.8295602675986616
228,83220,215.9,-1217435.0686557766,-1296900.4456437319,0.8728122036751003,58322.02359390259,802511.0073242188,41595.33758735657,121640.0,11346.584429502473,240342.14052200317,1217435.069863081,0.30257784614437505,0.0007616452280911433,0.00558605529429195,0.00956307697158895,0.9730767607688904,,0.015914000000000005,-1372655.0952246152,0.8295602675986616
229,83585,216.5,-1270297.8416564548,-1294079.3063861174,0.9100893461540954,52227.8531627655,876014.5729980469,34394.922514915466,96885.0,5923.601585626602,257079.7421875,1270297.839286089,0.30257784614437505,0.0007616452280911433,0.00558605529429195,0.00956307697158895,0.9730767607688904,,0.015914000000000005,-1372655.0952246152,0.8295602675986616
230,83950,217.2,-1362272.8612296726,-1297529.9886414208,0.8465455618623184,80247.73302865028,799925.0428466797,53270.129943847656,135775.0,17895.586524009705,355407.1029510498,1362272.8622655869,0.30257784614437505,0.0007616452280911433,0.00558605529429195,0.00956307697158895,0.9730767607688904,,0.015914000000000005,-1372655.0952246152,0.8295602675986616
231,84315,218.5,-1231146.922766308,-1295999.923980031,0.8839475425955368,60314.48770427704,800856.0875244141,40606.739124298096,114815.0,7766.3969757556915,267102.69118499756,1231146.9148094654,0.2693300309934114,0.0007306267233089832,0.006488197732802578,0.008018973160927234,0.9786269664764404,,0.015860000000000003,-1372655.0952246152,0.8295602675986616
232,84680,219.2,-1251423.9491321812,-1294589.2612187737,0.862851851933623,60450.71176195145,815298.3218994141,43567.851900577545,125450.0,8228.288448810577,258879.48721313477,1251423.949461937,0.2693300309934114,0.0007306267233089832,0.006488197732802578,0.008018973160927234,0.9786269664764404,,0.015860000000000003,-1372655.0952246152,0.8295602675986616
233,85045,220.6,-1327058.0680311206,-1292554.9479237713,0.8467423832579835,75431.19140434265,806080.9549560547,51052.19848823547,134115.0,19564.062705039978,316245.8542327881,1327058.0703821182,0.28742813436608566,0.0006518301788673853,0.005191200664021859,0.008190440681861028,0.9762657880783081,,0.015824,-1372655.0952246152,0.8295602675986616
234,85410,221.3,-1311545.9051888818,-1289061.6787514708,0.8493016763909222,76745.83897781372,797059.23046875,51492.56516647339,136210.0,16632.478390693665,310151.6287841797,1311545.9028100967,0.28742813436608566,0.0006518301788673853,0.005191200664021859,0.008190440681861028,0.9762657880783081,,0.015824,-1372655.0952246152,0.8295602675986616
235,85775,222.1,-1273565.462927858,-1286506.4157784875,0.89371598909979,64106.33546066284,790132.6611328125,41176.391406059265,112265.0,10498.489120483398,319492.92599487305,1273565.4676542282,0.28742813436608566,0.0006518301788673853,0.005191200664021859,0.008190440681861028,0.9762657880783081,,0.015824,-1372655.0952246152,0.8295602675986616
236,86140,223.5,-1233756.916467555,-1278755.2588494993,0.8672371229080305,57819.50016593933,827151.5303955078,41477.29066848755,123905.0,9606.278267860413,231616.81619262695,1233756.9155244827,0.28112981507652685,0.0007315684507423276,0.004145572066160017,0.009008044916156092,0.9757024645805359,,0.01577,-1372655.0952246152,0.8295602675986616
237,86505,224.2,-1244129.1934211254,-1281055.9353678324,0.9035706967523653,56706.430128097534,834592.9147949219,36928.62265968323,103760.0,8882.193399429321,259965.46296691895,1244129.1938209534,0.28112981507652685,0.0007315684507423276,0.004145572066160017,0.009008044916156092,0.9757024645805359,,0.01577,-1372655.0952246152,0.8295602675986616
238,86870,224.8,-1265904.8494108939,-1282348.807636152,0.8752840251138766,58131.28172492981,824116.68359375,40906.636390686035,119795.0,10246.832713842392,270839.69522094727,1265904.8479192257,0.28112981507652685,0.0007315684507423276,0.004145572066160017,0.009008044916156092,0.9757024645805359,,0.01577,-1372655.0952246152,0.8295602675986616
239,87235,226.2,-1232474.6490319627,-1281007.9242416213,0.8535185924948079,59906.334005355835,815877.3753662109,42770.93355560303,132750.0,8120.822526931763,232955.51906585693,1232474.6505146027,0.2664275463474424,0.0005074058810925252,0.004136470330290888,0.007627765053736144,0.978251039981842,,0.015716,-1372655.0952246152,0.8295602675986616
240,87600,226.9,-1232101.284422838,-1280665.1723283783,0.8703882963690039,55760.88187980652,842271.2646484375,40402.54323577881,123710.0,10584.305356234312,215133.17001342773,1232101.2832538784,0.2664275463474424,0.0005074058810925252,0.004136470330290888,0.007627765053736144,0.978251039981842,,0.015716,-1372655.0952246152,0.8295602675986616
241,87965,227.6,-1353023.3466515744,-1285976.283479252,0.8448705542577456,76416.29689598083,812464.9050292969,50899.91727924347,141240.0,25772.881143569946,322645.64893341064,1353023.352385521,0.2664275463474424,0.0005074058810925252,0.004136470330290888,0.007627765053736144,0.978251039981842,,0.015716,-1372655.0952246152,0.8295602675986616
242,88330,228.9,-1228141.3401115905,-1284003.6711148059,0.8549547317909868,59082.161962509155,811069.6948242188,42277.02784538269,132800.0,8509.696550369263,233484.9181137085,1228141.3373336792,0.30022002207605464,0.0007483422345773617,0.004222669107165481,0.009150906809066472,0.9740046262741089,,0.015662000000000002,-1372655.0952246152,0.8295602675986616
243,88695,229.5,-1229207.837814983,-1280777.0620963424,0.8759185129649019,56352.00404071808,820266.8402099609,40348.63101649284,121980.0,9738.710507445037,236873.64791488647,1229207.8296487853,0.30022002207605464,0.0007483422345773617,0.004222669107165481,0.009150906809066472,0.9740046262741089,,0.015662000000000002,-1372655.0952246152,0.8295602675986616
244,89060,230.2,-1225752.931362277,-1270448.795605241,0.8757443001825516,56324.45177459717,816423.0173339844,39742.06416797638,120200.0,7878.305011749268,241509.5503692627,1225752.9368829727,0.30022002207605464,0.0007483422345773617,0.004222669107165481,0.009150906809066472,0.9740046262741089,,0.015662000000000002,-1372655.0952246152,0.8295602675986616
245,89425,231.5,-1244351.6468148697,-1269108.9374228194,0.8545771861729556,58824.93004608154,815612.7239990234,42335.38842964172,133555.0,7248.642885684967,245599.8898010254,1244351.6451153755,0.28642775941836207,0.0004921832298446373,0.0031639233010968097,0.007992811133398822,0.9768678545951843,,0.015608000000000002,-1372655.0952246152,0.8295602675986616
246,89790,232.2,-1226548.5182945929,-1261103.4017659533,0.8832778238270381,54387.16326522827,816965.1728515625,38181.971400260925,118845.0,12179.63048863411,240376.7473297119,1226548.5220701694,0.28642775941836207,0.0004921832298446373,0.0031639233010968097,0.007992811133398822,0.9768678545951843,,0.015608000000000002,-1372655.0952246152,0.8295602675986616
247,90155,233.5,-1369913.9895065574,-1266502.6291449533,0.8469708643547477,77664.9912776947,810465.4305419922,51824.15714263916,138575.0,20334.59936416149,348714.79902648926,1369913.986075282,0.286052957569298,0.0006989534639088609,0.004196702398506827,0.0080288587701752,0.9765836596488953,,0.015572000000000003,-1372655.0952246152,0.8295602675986616
248,90520,234.2,-1235298.6950623058,-1267395.81046528,0.888501454542761,58647.26045513153,792034.0672607422,39242.74351119995,115015.0,10738.048315763474,278268.8366880417,1235298.6957757473,0.286052957569298,0.0006989534639088609,0.004196702398506827,0.0080288587701752,0.9765836596488953,,0.015572000000000003,-1372655.0952246152,0.8295602675986616
249,90885,234.8,-1293773.4357126807,-1268569.5901680912,0.9059239816992251,56442.026708602905,853612.7204589844,36719.539006233215,102895.0,8460.99718093872,292085.1746749878,1293773.431321144,0.286052957569298,0.0006989534639088609,0.004196702398506827,0.0080288587701752,0.9765836596488953,,0.015572000000000003,-1372655.0952246152,0.8295602675986616
250,91250,237.3,-1229298.7379286399,-1261920.88400304,0.865440367509241,57010.55347633362,818330.2917480469,41609.122676849365,125560.0,12354.049649238586,231445.2769317627,1229298.7410058975,0.2588633967465476,0.0005558637518621062,0.00349372730737454,0.007390967809203032,0.9794826507568359,,0.015518000000000002,-1363198.6342640491,0.8330372410277798
251,91615,238.0,-1210984.0197105226,-1260912.7388502504,0.8950919879625922,59687.20547103882,797803.1447753906,38781.868988990784,112490.0,6386.151435375214,255522.85578918457,1210984.0209889412,0.2588633967465476,0.0005558637518621062,0.00349372730737454,0.007390967809203032,0.9794826507568359,,0.015518000000000002,-1363198.6342640491,0.8330372410277798
252,91980,238.7,-1242163.8436782032,-1260449.7335775516,0.8681930602413335,55285.38876724243,842223.7104492188,40531.424169540405,125155.0,11608.678290843964,222645.03204345703,1242163.8449530602,0.2588633967465476,0.0005558637518621062,0.00349372730737454,0.007390967809203032,0.9794826507568359,,0.015518000000000002,-1363198.6342640491,0.8330372410277798
253,92345,240.0,-1256875.1222904376,-1256940.5862905174,0.8600590531140158,57353.24282836914,846330.6535644531,41209.81457614899,131650.0,11776.3697758317,225908.2882118225,1256875.1261282563,0.27007271937633814,0.0005707742476308914,0.0035397713700628004,0.008005957603209504,0.9769986867904663,,0.015464000000000002,-1363198.6342640491,0.8330372410277798
254,92710,240.7,-1346214.4486958142,-1258674.013465864,0.9232624614075439,45045.349769592285,975292.3641357422,29982.218010902405,89950.0,6429.808811068535,244560.0601425171,1346214.4511002302,0.27007271937633814,0.0005707742476308914,0.0035397713700628004,0.008005957603209504,0.9769986867904663,,0.015464000000000002,-1363198.6342640491,0.8330372410277798
255,93075,241.3,-1242531.6801018687,-1257122.3243245645,0.9011447563563307,58103.34860897064,822031.7712402344,37611.3834028244,109465.0,8954.850775957108,264468.67390441895,1242531.6793234348,0.27007271937633814,0.0005707742476308914,0.0035397713700628004,0.008005957603209504,0.9769986867904663,,0.015464000000000002,-1363198.6342640491,0.8330372410277798
256,93440,242.6,-1375781.0716529987,-1264223.5320838366,0.845573655546528,74338.53360176086,827432.8995361328,49775.692138671875,141660.0,25756.114924907684,331156.3659667969,1375781.0725665092,0.24213246314933426,0.0005870188975486121,0.004191080731336689,0.0074485028285141055,0.9795557856559753,,0.015410000000000002,-1363198.6342640491,0.8330372410277798
257,93805,243.3,-1342764.6053965576,-1269155.3026826081,0.8484585908994283,74343.88613128662,830995.4854736328,50134.72665977478,138175.0,22782.143531799316,300677.2524719238,1342764.6081371307,0.24213246314933426,0.0005870188975486121,0.004191080731336689,0.0074485028285141055,0.9795557856559753,,0.015410000000000002,-1363198.6342640491,0.8330372410277798
258,94170,243.9,-1285751.0222919425,-1270147.6113266607,0.9165520617406662,47789.69368171692,922399.9125976562,31674.02370095253,95860.0,7236.223927915096,228580.86293029785,1285751.0231568217,0.24213246314933426,0.0005870188975486121,0.004191080731336689,0.0074485028285141055,0.9795557856559753,,0.015410000000000002,-1363198.6342640491,0.8330372410277798
259,94535,245.3,-1386482.0852824918,-1277847.9831391873,0.8449762795069446,74921.51517295837,817528.5086669922,50047.98952102661,140810.0,26149.44727641344,351946.13651275635,1386482.0819771886,0.26671483563749415,0.0005783378646810888,0.004623680798287846,0.009143278737993617,0.9752351641654968,,0.015356000000000002,-1363198.6342640491,0.8330372410277798
260,94900,245.9,-1193197.0081586475,-1275902.7693259777,0.8839995692854058,55374.2568693161,826851.6732177734,38549.79295825958,118740.0,7129.1306619644165,201926.40703582764,1193197.003873825,0.26671483563749415,0.0005783378646810888,0.004623680798287846,0.009143278737993617,0.9752351641654968,,0.015356000000000002,-1363198.6342640491,0.8330372410277798
261,95265,247.2,-1286865.1995220052,-1272594.8619694994,0.9214968519668056,42646.25598526001,953774.0372314453,28907.10903120041,89935.0,4827.6821808815,209421.371383667,1286865.1998271942,0.2490328789541596,0.0006830317522000865,0.005692599114569786,0.007795331717811917,0.9794229865074158,,0.015320000000000002,-1363198.6342640491,0.8330372410277798
262,95630,247.9,-1214933.4814488126,-1271934.4690363607,0.8807985529507676,52532.52652168274,839500.1546630859,37612.16580295563,120020.0,10852.003616333008,206949.15521240234,1214933.479294777,0.2490328789541596,0.0006830317522000865,0.005692599114569786,0.007795331717811917,0.9794229865074158,,0.015320000000000002,-1363198.6342640491,0.8330372410277798
263,95995,248.5,-1249128.4192217595,-1272930.498106699,0.8630798597858377,55133.07162952423,850033.0675048828,40137.28771018982,129495.0,10240.687162399292,219222.37522888184,1249128.4176063538,0.2490328789541596,0.0006830317522000865,0.005692599114569786,0.007795331717811917,0.9794229865074158,,0.015320000000000002,-1363198.6342640491,0.8330372410277798
264,96360,249.9,-1211406.6274841982,-1272213.1829127953,0.8648913225082502,55111.90866279602,829670.3238525391,40271.03550052643,128215.0,12119.228664636612,201131.03733825684,1211406.625355959,0.2676975958441433,0.0005516965346415466,0.0032391464552155845,0.007921455287080454,0.9769145250320435,,0.015266000000000002,-1363198.6342640491,0.8330372410277798
265,96725,250.5,-1291171.7153061272,-1274554.1863373583,0.8507749325608553,69477.34552669525,820173.2646484375,47779.54138469696,134440.0,13192.24432182312,275586.6613769531,1291171.7117319107,0.2676975958441433,0.0005516965346415466,0.0032391464552155845,0.007921455287080454,0.9769145250320435,,0.015266000000000002,-1363198.6342640491,0.8330372410277798
266,97090,251.1,-1245646.83318056,-1275509.1020816567,0.8756010669551484,55427.301553726196,839448.2661132812,39963.98110675812,122005.0,9268.799216270447,234960.78775024414,1245646.834186554,0.2676975958441433,0.0005516965346415466,0.0032391464552155845,0.007921455287080454,0.9769145250320435,,0.015266000000000002,-1363198.6342640491,0.8330372410277798
267,97455,252.4,-1235738.995920936,-1268800.3524023755,0.8576725466610634,58183.29138469696,819747.0982666016,41610.42323875427,132840.0,8088.004444122314,233453.46913146973,1235738.9950809479,0.2746632361882611,0.0005584675058056938,0.00391722562658527,0.008815540711542494,0.9752768874168396,,0.015212000000000002,-1363198.6342640491,0.8330372410277798
268,97820,253.1,-1251486.5292416038,-1269609.7441113405,0.8776641207198574,55604.3979473114,831822.1114501953,39318.25500392914,121280.0,9678.958078742027,249387.2093849182,1251486.5339177847,0.2746632361882611,0.0005584675058056938,0.00391722562658527,0.008815540711542494,0.9752768874168396,,0.015212000000000002,-1363198.6342640491,0.8330372410277798
269,98185,253.8,-1416969.4280437245,-1275769.5437278927,0.8398873484297974,76309.56208610535,846029.5461425781,50750.15932846069,142645.0,21113.97631122172,356430.7424621582,1416969.4242444187,0.2746632361882611,0.0005584675058056938,0.00391722562658527,0.008815540711542494,0.9752768874168396,,0.015212000000000002,-1363198.6342640491,0.8330372410277798
270,98550,255.1,-1216043.941437577,-1275106.8039033392,0.8694948980253037,53763.62146949768,845314.7828369141,39370.457381248474,124590.0,8279.742283821091,198488.95962524414,1216043.9421272278,0.2782386349220025,0.000661896926383059,0.00401841548859681,0.00992579886836833,0.9728449583053589,,0.015158000000000001,-1363198.6342640491,0.8330372410277798
271,98915,255.7,-1216000.959486174,-1275357.650892122,0.8781671096200813,52205.44870471954,833593.0590820312,37598.991629600525,121025.0,9174.15956234932,214609.74844932556,1216000.9587233067,0.2782386349220025,0.000661896926383059,0.00401841548859681,0.00992579886836833,0.9728449583053589,,0.015158000000000001,-1363198.6342640491,0.8330372410277798
