episode,global_step,elapsed_s,reward_raw,reward_smooth,fill_rate,stockout,cost_holding,cost_stockout,cost_ordering,cost_overflow,cost_service_penalty,cost_total,entropy,approx_kl,clip_frac,value_loss,explained_variance,lr_scale,ent_coef,eval_reward,eval_fill
813,296745,755.2,-1185137.35238037,-1191020.6409317213,0.9108490344596236,52097.08881378174,835230.1580810547,34256.610651016235,95690.0,3529.908155441284,216430.6795349121,1185137.3564224243,0.2364894359519607,0.0006577734262272747,0.006257977407107032,0.0100684477580025,0.974460244178772,,0.017084000000000002,-1288816.5732070962,0.8448294362793229
814,297110,756.5,-1189413.5821234325,-1193810.1912072028,0.8901089418424319,54581.15562438965,803704.0415039062,37641.038288116455,109995.0,5670.916084766388,232402.5791168213,1189413.5749936104,0.2237617022504932,0.0006557395945492317,0.005971540485533248,0.008570727267253556,0.977512776851654,,0.017073200000000004,-1288816.5732070962,0.8448294362793229
815,297475,757.2,-1126663.6295202659,-1192225.2807913371,0.8834421882890675,52796.52841758728,801419.9803466797,38025.19431781769,114695.0,4485.8756338357925,168037.57990264893,1126663.630200982,0.2237617022504932,0.0006557395945492317,0.005971540485533248,0.008570727267253556,0.977512776851654,,0.017073200000000004,-1288816.5732070962,0.8448294362793229
816,297840,757.8,-1128156.3305196604,-1190108.8990373826,0.8962302560675635,56111.03052520752,770111.3905029297,37107.263048172,107425.0,4856.0198097229,208656.6650238037,1128156.3383846283,0.2237617022504932,0.0006557395945492317,0.005971540485533248,0.008570727267253556,0.977512776851654,,0.017073200000000004,-1288816.5732070962,0.8448294362793229
817,298205,759.1,-1301155.595202004,-1196870.7171401735,0.9288688282444052,38839.423798561096,1013969.5277099609,27018.60954618454,80875.0,3269.940475463867,176022.51527404785,1301155.5930056572,0.22118267083638593,0.0003981438271454719,0.00290666546942176,0.007780093007328871,0.9801583886146545,,0.017062400000000002,-1288816.5732070962,0.8448294362793229
818,298570,759.7,-1140062.4739398938,-1190967.3032660256,0.8826006925269348,53065.56193733215,800185.228515625,38239.93769741058,114590.0,6034.45051586628,181012.85987091064,1140062.4765998125,0.22118267083638593,0.0003981438271454719,0.00290666546942176,0.007780093007328871,0.9801583886146545,,0.017062400000000002,-1288816.5732070962,0.8448294362793229
819,298935,760.4,-1143907.7305324469,-1188130.4632249107,0.8904926971213458,54931.391112327576,787849.1268310547,37579.132199287415,109785.0,6074.963637590408,202619.51345968246,1143907.736127615,0.22118267083638593,0.0003981438271454719,0.00290666546942176,0.007780093007328871,0.9801583886146545,,0.017062400000000002,-1288816.5732070962,0.8448294362793229
820,299300,761.7,-1155749.2797393724,-1181869.2679238953,0.8776355679721048,54129.87798786163,800774.1617431641,39172.64386558533,115455.0,6517.143019080162,193830.33853149414,1155749.2871593237,0.2221165556264551,0.0005771720468960426,0.004727547632922467,0.00793970267190353,0.9806739687919617,,0.017051600000000004,-1288816.5732070962,0.8448294362793229
821,299665,762.3,-1343743.5922112674,-1191686.3505534888,0.9284783727502169,38888.011180877686,1065740.2701416016,27270.666234493256,80580.0,1738.9236438274384,168413.72946929932,1343743.5894892216,0.2221165556264551,0.0005771720468960426,0.004727547632922467,0.00793970267190353,0.9806739687919617,,0.017051600000000004,-1288816.5732070962,0.8448294362793229
822,300030,763.0,-1137734.762389618,-1189111.1676204498,0.8724872649532475,54549.77399253845,791109.5075683594,39691.98572540283,119410.0,3435.896589279175,184087.36753845215,1137734.7574214935,0.2221165556264551,0.0005771720468960426,0.004727547632922467,0.00793970267190353,0.9806739687919617,,0.017051600000000004,-1288816.5732070962,0.8448294362793229
823,300395,764.3,-1161445.1821118628,-1186850.7842715154,0.8903631927215889,57490.86631298065,781424.3411865234,38895.24892807007,107975.0,4258.693328857422,228891.8950366974,1161445.1784801483,0.2148487150276962,0.0006001378653883492,0.005440159857052525,0.008625747562435112,0.9796598553657532,,0.017040800000000002,-1288816.5732070962,0.8448294362793229
824,300760,765.0,-1257949.6312741071,-1188964.9755111765,0.856405363180866,73902.22490549088,779928.9516601562,49520.87945604324,125840.0,16981.537725925446,285678.2696762085,1257949.6385183334,0.2148487150276962,0.0006001378653883492,0.005440159857052525,0.008625747562435112,0.9796598553657532,,0.017040800000000002,-1288816.5732070962,0.8448294362793229
825,301125,767.3,-1160266.0361143537,-1189568.5712112098,0.9071371480210186,57051.66912174225,796412.6968994141,36927.47644615173,99165.0,3834.182559967041,223926.67713928223,1160266.033044815,0.22761254973317446,0.0005375395272303171,0.004407648465865732,0.009818662889301777,0.9749964475631714,,0.017033600000000003,-1283933.3189394805,0.8442545574005336
826,301490,768.0,-1136288.0573540425,-1185413.0055320156,0.8639557131349224,58365.276834487915,770665.1843261719,41434.850788116455,122705.0,4748.324390411377,196734.6971435547,1136288.0566482544,0.22761254973317446,0.0005375395272303171,0.004407648465865732,0.009818662889301777,0.9749964475631714,,0.017033600000000003,-1283933.3189394805,0.8442545574005336
827,301855,768.6,-1198098.2762152888,-1188819.1683356792,0.9134538977113489,52762.2346572876,844743.5814208984,34566.08722066879,92815.0,3005.604133605957,222968.0043182373,1198098.2770934105,0.22761254973317446,0.0005375395272303171,0.004407648465865732,0.009818662889301777,0.9749964475631714,,0.017033600000000003,-1283933.3189394805,0.8442545574005336
828,302220,770.0,-1161332.77779848,-1180322.0683341043,0.8715889778855729,56782.43777179718,786870.8150634766,40877.628861665726,117610.0,5703.88694858551,210270.44534301758,1161332.7762167454,0.2304305983217139,0.000626888940611312,0.0057391785820455924,0.008766235023933021,0.9780015349388123,,0.0170228,-1283933.3189394805,0.8442545574005336
829,302585,770.6,-1199830.0527022907,-1181498.523769516,0.913551578293108,52068.419095516205,854686.5539550781,34222.28806066513,92625.0,2216.6770734786987,216079.5276031494,1199830.0466923714,0.2304305983217139,0.000626888940611312,0.0057391785820455924,0.008766235023933021,0.9780015349388123,,0.0170228,-1283933.3189394805,0.8442545574005336
830,302950,771.2,-1321768.7910357667,-1187915.2282087868,0.8486495666307946,75969.12483596802,802299.6276855469,50423.311195373535,131390.0,20832.174823343754,316823.6774673462,1321768.7911716104,0.2304305983217139,0.000626888940611312,0.0057391785820455924,0.008766235023933021,0.9780015349388123,,0.0170228,-1283933.3189394805,0.8442545574005336
831,303315,772.5,-1154763.2865745302,-1186595.8183327487,0.9036144950618482,58895.308738708496,772231.6555175781,37827.89179420471,101390.0,4392.6245794296265,238921.112159729,1154763.2840509415,0.2222247878579717,0.0006512856963653528,0.005311932485232032,0.01042260956264248,0.974158525466919,,0.017012,-1283933.3189394805,0.8442545574005336
832,303680,773.2,-1160857.607300191,-1188216.2013519625,0.8612401834905964,60628.41611289978,786191.8851318359,42607.18541717529,123410.0,4945.765782356262,203702.77140808105,1160857.6077394485,0.2222247878579717,0.0006512856963653528,0.005311932485232032,0.01042260956264248,0.974158525466919,,0.017012,-1283933.3189394805,0.8442545574005336
833,304045,773.9,-1309926.8162915981,-1194455.6745475237,0.9274038120491864,43675.32132434845,1011830.6657714844,29107.876831054688,82010.0,2079.7575550079346,184898.5143737793,1309926.8145313263,0.2222247878579717,0.0006512856963653528,0.005311932485232032,0.01042260956264248,0.974158525466919,,0.017012,-1283933.3189394805,0.8442545574005336
834,304410,775.2,-1160497.1325966055,-1193009.8520711823,0.894205450685057,59772.328203201294,769123.0303955078,39067.12395858765,107645.0,2988.3119099140167,241673.66073989868,1160497.1270039082,0.21423345196403956,0.0005559614944918154,0.004762883772951011,0.009097299636586717,0.9779230356216431,,0.0170012,-1283933.3189394805,0.8442545574005336
835,304775,775.9,-1243898.811100513,-1198871.6111501944,0.9210785483660763,46217.527074337006,924128.267578125,30674.621078014374,88685.0,3752.6734347343445,196658.2523880005,1243898.8144788742,0.21423345196403956,0.0005559614944918154,0.004762883772951011,0.009097299636586717,0.9779230356216431,,0.0170012,-1283933.3189394805,0.8442545574005336
836,305140,776.5,-1289425.6431808588,-1206935.0767832543,0.8557732822143869,74932.47887802124,777314.0650634766,50032.19099330902,130895.0,18619.532768011093,312564.8590774536,1289425.6479022503,0.21423345196403956,0.0005559614944918154,0.004762883772951011,0.009097299636586717,0.9779230356216431,,0.0170012,-1283933.3189394805,0.8442545574005336
837,305505,777.8,-1246712.1421839085,-1204212.9041323496,0.8556365264605169,73278.2551240921,771760.9365234375,49262.2007727623,128255.0,11208.560976743698,286225.4455566406,1246712.1438295841,0.22651582328896774,0.0006398954153490578,0.004943847659313561,0.009558287829062656,0.977046549320221,,0.016990400000000003,-1283933.3189394805,0.8442545574005336
838,305870,778.5,-1122201.7031755638,-1203319.865594133,0.8967142328824083,58397.26530647278,753014.0229492188,38151.98466491699,106555.0,4780.876185894012,219699.8195323944,1122201.7033324242,0.22651582328896774,0.0006398954153490578,0.004943847659313561,0.009558287829062656,0.977046549320221,,0.016990400000000003,-1283933.3189394805,0.8442545574005336
839,306235,779.7,-1148788.1205254763,-1203563.8850937844,0.8688597587689961,55956.17409706116,793360.1436767578,40586.45373725891,121490.0,6056.632712841034,187294.89713668823,1148788.127263546,0.23968888368261487,0.0006190668490441902,0.004862467452001415,0.010196211711062412,0.9739710688591003,,0.016983200000000004,-1283933.3189394805,0.8442545574005336
840,306600,780.4,-1253517.3650828796,-1208452.28936096,0.8559237120902702,74250.45824813843,781736.1282958984,49612.57052230835,127585.0,11360.300792694092,283223.3628921509,1253517.3625030518,0.23968888368261487,0.0006190668490441902,0.004862467452001415,0.010196211711062412,0.9739710688591003,,0.016983200000000004,-1283933.3189394805,0.8442545574005336
841,306965,781.0,-1144680.1428505098,-1198499.1168929222,0.8606711191673801,57124.43237400055,776690.9997558594,40993.74674034119,124710.0,5144.585395812988,197140.8113861084,1144680.143278122,0.23968888368261487,0.0006190668490441902,0.004862467452001415,0.010196211711062412,0.9739710688591003,,0.016983200000000004,-1283933.3189394805,0.8442545574005336
842,307330,782.3,-1148902.290828566,-1199057.4933148695,0.8741827595723819,54990.43318748474,793127.7136230469,40033.525716781616,119700.0,3769.520316362381,192271.53076171875,1148902.2904179096,0.2523899664612193,0.0006815290617899001,0.004910653101672467,0.010308937341170875,0.9725105166435242,,0.016972400000000002,-1283933.3189394805,0.8442545574005336
843,307695,782.9,-1627564.2795965383,-1222363.4481891035,0.9261872781466132,40313.843485832214,1222057.7725830078,28115.085870742798,81380.0,7359.142070531845,288652.26876831055,1627564.269292593,0.2523899664612193,0.0006815290617899001,0.004910653101672467,0.010308937341170875,0.9725105166435242,,0.016972400000000002,-1283933.3189394805,0.8442545574005336
844,308060,783.6,-1109913.4655576565,-1214961.6399032811,0.8891241323458006,54340.78239631653,779931.3502197266,37974.165185928345,113860.0,3443.5466923713684,174704.4084701538,1109913.47056818,0.2523899664612193,0.0006815290617899001,0.004910653101672467,0.010308937341170875,0.9725105166435242,,0.016972400000000002,-1283933.3189394805,0.8442545574005336
845,308425,784.9,-1215443.2441939486,-1217720.5003072605,0.9152142639029516,49695.29883766174,862498.2684326172,32574.108555793762,93285.0,3230.4707431793213,223855.3884124756,1215443.2361440659,0.20380496645444318,0.0005918723333563417,0.005332009851515882,0.012736310275565637,0.9696422815322876,,0.0169616,-1283933.3189394805,0.8442545574005336
846,308790,785.5,-1151053.1901345863,-1218458.7569462876,0.8766769198522176,55526.44706916809,792151.0826416016,39834.276262283325,116985.0,5780.891423225403,196301.93756866455,1151053.1878957748,0.20380496645444318,0.0005918723333563417,0.005332009851515882,0.012736310275565637,0.9696422815322876,,0.0169616,-1283933.3189394805,0.8442545574005336
847,309155,786.2,-1182206.2276572343,-1217664.154518385,0.9070406913757324,56521.083881378174,796150.9172363281,36519.601254463196,101665.0,4120.172610282898,243750.53134918213,1182206.2224502563,0.20380496645444318,0.0005918723333563417,0.005332009851515882,0.012736310275565637,0.9696422815322876,,0.0169616,-1283933.3189394805,0.8442545574005336
848,309520,787.4,-1303061.9805470873,-1224750.6146558155,0.8508414484050176,75866.94434165955,780614.51171875,50608.46563720703,132145.0,20835.59777355194,318858.40702438354,1303061.9821538925,0.22192191391399033,0.0006407512926575452,0.005527964823781268,0.008858659292424196,0.976740300655365,,0.016950800000000002,-1283933.3189394805,0.8442545574005336
849,309885,788.1,-1152420.7579931186,-1222380.1499203567,0.9020693362575688,61626.18534755707,755450.96484375,39404.98118686676,105330.0,3517.080129146576,248717.7232131958,1152420.7493729591,0.22192191391399033,0.0006407512926575452,0.005527964823781268,0.008858659292424196,0.976740300655365,,0.016950800000000002,-1283933.3189394805,0.8442545574005336
850,310250,789.8,-1332931.4728098665,-1222938.2840090618,0.9283416049121177,41026.34315729141,1038248.8413085938,27841.200731277466,82110.0,931.3307209014893,183800.10018730164,1332931.4729480743,0.22192191391399033,0.0006407512926575452,0.005527964823781268,0.008858659292424196,0.976740300655365,,0.016950800000000002,-1286805.4970220928,0.8443349680671953
851,310615,791.2,-1295705.6441915662,-1229985.4018899132,0.8525236155888806,76409.24020957947,767369.1419677734,50724.70916748047,131020.0,21384.117977127433,325207.6750488281,1295705.6441612095,0.2178136574986734,0.0006652674194475893,0.005400005152056876,0.009736658306792378,0.9766747355461121,,0.016940000000000004,-1286805.4970220928,0.8443349680671953
852,310980,791.8,-1297724.608228621,-1236828.751936335,0.9281621028299201,41494.76503753662,993661.5832519531,28200.77737760544,81685.0,2830.9914178848267,191346.2643814087,1297724.616428852,0.2178136574986734,0.0006652674194475893,0.005400005152056876,0.009736658306792378,0.9766747355461121,,0.016940000000000004,-1286805.4970220928,0.8443349680671953
853,311345,793.1,-1139717.1594346962,-1228318.2690934897,0.874758587308126,55475.30975151062,795569.0849609375,40031.292600393295,116090.0,4847.9619426727295,183178.81322479248,1139717.152728796,0.22225299163868553,0.0006626850915716588,0.005900600506911839,0.010047438787296414,0.9765708446502686,,0.0169328,-1286805.4970220928,0.8443349680671953
854,311710,793.8,-1183487.486973562,-1229467.7868123376,0.9098769169964203,53376.84314250946,829430.6682128906,34973.99413394928,96865.0,3275.51842212677,218942.31019592285,1183487.4909648895,0.22225299163868553,0.0006626850915716588,0.005900600506911839,0.010047438787296414,0.9765708446502686,,0.0169328,-1286805.4970220928,0.8443349680671953
855,312075,794.4,-1143906.8508558427,-1224468.1888001044,0.89666434330483,60253.80165195465,754645.3894042969,39076.31703090668,106935.0,5435.1122307777405,237815.03051567078,1143906.849181652,0.22225299163868553,0.0006626850915716588,0.005900600506911839,0.010047438787296414,0.9765708446502686,,0.0169328,-1286805.4970220928,0.8443349680671953
856,312440,795.7,-1121903.5007387176,-1216092.081677997,0.8814692743837017,55169.54451370239,776971.1351318359,39503.72038650513,114815.0,3446.298069000244,187167.34580993652,1121903.4993972778,0.2210637913330605,0.0005835775825624679,0.00500086734475764,0.009159543122606058,0.9769450426101685,,0.016922,-1286805.4970220928,0.8443349680671953
857,312805,796.3,-1147615.4225286443,-1211137.2456952338,0.8655592965753112,57359.55339241028,779836.4565429688,41207.3100271225,122015.0,3841.3612575531006,200715.29434204102,1147615.4221696854,0.2210637913330605,0.0005835775825624679,0.00500086734475764,0.009159543122606058,0.9769450426101685,,0.016922,-1286805.4970220928,0.8443349680671953
858,313170,797.0,-1305530.7525028465,-1220303.6981615983,0.9280881228512281,41623.84898376465,1016334.7139892578,28354.836809158325,82070.0,445.90468978881836,178325.29781341553,1305530.7533016205,0.2210637913330605,0.0005835775825624679,0.00500086734475764,0.009159543122606058,0.9769450426101685,,0.016922,-1286805.4970220928,0.8443349680671953
859,313535,798.3,-1154477.1862455653,-1220588.1514476025,0.8940863686065151,57704.18132972717,763987.6110839844,38478.540274620056,109050.0,3773.674125611782,239187.36365127563,1154477.1891354918,0.2122421123479542,0.0005336540142180686,0.004445929287038253,0.008729362541711643,0.9792511463165283,,0.0169112,-1286805.4970220928,0.8443349680671953
860,313900,798.9,-1321381.8194515577,-1223981.3741660365,0.8493812812517767,76102.3346748352,782574.2309570312,50617.778509140015,131850.0,19106.350471019745,337233.45738220215,1321381.8173193932,0.2122421123479542,0.0005336540142180686,0.004445929287038253,0.008729362541711643,0.9792511463165283,,0.0169112,-1286805.4970220928,0.8443349680671953
861,314265,799.6,-1136271.0783058433,-1223560.9209388033,0.904048022831956,58314.636054992676,763053.8187255859,37536.02023601532,103855.0,2442.287594795227,229383.941696167,1136271.0682525635,0.2122421123479542,0.0005336540142180686,0.004445929287038253,0.008729362541711643,0.9792511463165283,,0.0169112,-1286805.4970220928,0.8443349680671953
862,314630,800.9,-1139424.045886702,-1223087.00869171,0.8690966722083419,55928.23094367981,784159.4964599609,40569.718713760376,122395.0,4018.467362880707,188281.36935424805,1139424.05189085,0.23990105249379812,0.0006215233917924037,0.004746286501789368,0.010189925026344625,0.9734106659889221,,0.016900400000000003,-1286805.4970220928,0.8443349680671953
863,314995,801.5,-1149034.2694150058,-1199160.5081826334,0.862842742547597,58460.09723377228,769855.9910888672,41768.39321517944,126020.0,4804.093866348267,206585.78825378418,1149034.266424179,0.23990105249379812,0.0006215233917924037,0.004746286501789368,0.010189925026344625,0.9734106659889221,,0.016900400000000003,-1286805.4970220928,0.8443349680671953
864,315360,802.2,-1151949.0888572868,-1201262.2893476149,0.8612532769163994,56602.67734146118,781191.0954589844,40674.701924324036,126315.0,5198.071563482285,198570.2186126709,1151949.0875594616,0.23990105249379812,0.0006215233917924037,0.004746286501789368,0.010189925026344625,0.9734106659889221,,0.016900400000000003,-1286805.4970220928,0.8443349680671953
865,315725,803.5,-1150792.5596996685,-1198029.755122901,0.9019885832316255,60687.10572052002,758682.7016601562,38876.329337120056,106785.0,2973.480920791626,243475.03959655762,1150792.5515146255,0.24723324160042562,0.0007213114541197061,0.006518447618490379,0.009243909134774617,0.9728333353996277,,0.0168896,-1286805.4970220928,0.8443349680671953
866,316090,804.2,-1140283.9964981722,-1197491.2954410801,0.8643331454224783,58170.17330646515,773176.2458496094,41643.10968399048,125515.0,4157.159048780799,195792.47720336914,1140283.9917857498,0.24723324160042562,0.0007213114541197061,0.006518447618490379,0.009243909134774617,0.9728333353996277,,0.0168896,-1286805.4970220928,0.8443349680671953
867,316455,805.5,-1314839.0208960064,-1204122.9351030188,0.9255013812078189,44680.31198120117,983245.7470703125,29749.503099918365,86095.0,2528.5469059944153,213220.21295166016,1314839.0100278854,0.21567327431158015,0.0005142665591656145,0.0038668983922290957,0.008755531529650876,0.977879524230957,,0.016882400000000002,-1286805.4970220928,0.8443349680671953
868,316820,806.2,-1165207.7197510179,-1197230.2220632152,0.8588978081533354,58821.633138656616,786362.4171142578,41999.349308013916,126650.0,5489.044083476067,204706.91175842285,1165207.7222641706,0.21567327431158015,0.0005142665591656145,0.0038668983922290957,0.008755531529650876,0.977879524230957,,0.016882400000000002,-1286805.4970220928,0.8443349680671953
869,317185,806.8,-1144886.6245151223,-1196853.5153893156,0.8710011439780666,56671.64319610596,783183.0146484375,40891.42509460449,121330.0,3936.297088623047,195545.8844909668,1144886.6213226318,0.21567327431158015,0.0005142665591656145,0.0038668983922290957,0.008755531529650876,0.977879524230957,,0.016882400000000002,-1286805.4970220928,0.8443349680671953
870,317550,808.1,-1554199.0617628887,-1207916.8948369666,0.9275417179277499,40492.54361248016,1189908.5557861328,28119.80505990982,82255.0,6844.177703379653,247071.53648376465,1554199.075033187,0.22544319182634354,0.000576269885402182,0.004852294928002122,0.0134712263549629,0.9680822491645813,,0.0168716,-1286805.4970220928,0.8443349680671953
871,317915,808.7,-1141480.4801339023,-1200205.6366340837,0.8633040451023677,59478.393047332764,767085.287109375,42429.76923561096,122970.0,3978.4847660064697,205016.93911743164,1141480.480228424,0.22544319182634354,0.000576269885402182,0.004852294928002122,0.0134712263549629,0.9680822491645813,,0.0168716,-1286805.4970220928,0.8443349680671953
872,318280,809.4,-1167545.748186432,-1193696.6936319738,0.8579003041737701,67841.78702735901,764291.0374755859,46631.77959060669,126180.0,5863.042409420013,224579.8904724121,1167545.7499480247,0.22544319182634354,0.000576269885402182,0.004852294928002122,0.0134712263549629,0.9680822491645813,,0.0168716,-1286805.4970220928,0.8443349680671953
873,318645,810.6,-1135953.2880756133,-1193508.5000640198,0.874506974710177,56406.14141559601,767448.6955566406,40694.77719306946,116480.0,2981.0363536179066,208348.78199768066,1135953.2911010087,0.24051322572325406,0.0005395077463809253,0.0042518481894053125,0.01032717648501459,0.9724444150924683,,0.016860800000000002,-1286805.4970220928,0.8443349680671953
874,319010,811.3,-1369327.0898055937,-1202800.4802056216,0.9246916130797503,41976.1422290802,1038475.3577880859,29125.120975017548,81580.0,1692.9535465240479,218453.65621948242,1369327.08852911,0.24051322572325406,0.0005395077463809253,0.0042518481894053125,0.01032717648501459,0.9724444150924683,,0.016860800000000002,-1286805.4970220928,0.8443349680671953
875,319375,813.0,-1189006.2302221367,-1205055.4491739362,0.9077409884701036,56233.108459472656,808014.2971191406,36703.270255088806,98050.0,2774.7892795801163,243463.8781890869,1189006.2348428965,0.24051322572325406,0.0005395077463809253,0.0042518481894053125,0.01032717648501459,0.9724444150924683,,0.016860800000000002,-1276979.1144514312,0.8421021544770019
876,319740,814.4,-1183765.5535804792,-1208148.5518160244,0.8819996902387436,59974.14539337158,765953.6667480469,41497.440583229065,113470.0,4122.301862716675,258722.1562576294,1183765.565451622,0.19928959874730362,0.0007111630655249188,0.006794979697779605,0.009188671620856775,0.9772928953170776,,0.01685,-1276979.1144514312,0.8421021544770019
877,320105,815.0,-1666439.7947477615,-1234089.77042698,0.9234038041062551,42669.38365364075,1219543.0325927734,29618.290391921997,81820.0,8269.716026425362,327188.75422668457,1666439.7932378054,0.19928959874730362,0.0007111630655249188,0.006794979697779605,0.009188671620856775,0.9772928953170776,,0.01685,-1276979.1144514312,0.8421021544770019
878,320470,815.7,-1111352.5712637033,-1224380.861365023,0.8747352636023743,57724.987102508545,750702.9399414062,41389.29947090149,117145.0,3503.621282592416,198611.71353149414,1111352.5742263943,0.19928959874730362,0.0007111630655249188,0.006794979697779605,0.009188671620856775,0.9772928953170776,,0.01685,-1276979.1144514312,0.8421021544770019
879,320835,817.0,-1143580.1106353847,-1223836.0075845139,0.8709946286188412,60630.34303665161,757138.9349365234,43244.10857963562,118825.0,3846.2504324913025,220525.81875610352,1143580.1127047539,0.21286742977405848,0.0005107799601510602,0.003994858063953488,0.013440155509957358,0.9694774746894836,,0.016839200000000002,-1276979.1144514312,0.8421021544770019
880,321200,817.6,-1127997.3004038497,-1214166.7816321286,0.8723573981899104,58923.43655586243,758682.0606689453,42080.03364944458,117725.0,4289.144887924194,205221.05506134033,1127997.2942676544,0.21286742977405848,0.0005107799601510602,0.003994858063953488,0.013440155509957358,0.9694774746894836,,0.016839200000000002,-1276979.1144514312,0.8421021544770019
881,321565,818.9,-1128699.0032135227,-1213788.1778775125,0.8691466220437664,59480.98829078674,753340.3022460938,42619.742767333984,120500.0,3439.3060541152954,208799.6475982666,1128698.9986658096,0.24048370162123128,0.0007290031673236578,0.006422076316084713,0.009597049928025195,0.9743801355361938,,0.016832000000000003,-1276979.1144514312,0.8421021544770019
882,321930,819.5,-1290654.481766282,-1221349.6996714915,0.8493035130304833,78100.03586769104,755064.6787109375,51650.82317733765,133295.0,12828.163763999939,337815.8180999756,1290654.4837522507,0.24048370162123128,0.0007290031673236578,0.006422076316084713,0.009597049928025195,0.9743801355361938,,0.016832000000000003,-1276979.1144514312,0.8421021544770019
883,322295,820.2,-1625707.308240775,-1245183.3516127798,0.9258607461027903,42624.52089071274,1238917.7930908203,29442.00965476036,82715.0,5223.003594636917,269409.50453186035,1625707.310872078,0.24048370162123128,0.0007290031673236578,0.006422076316084713,0.009597049928025195,0.9743801355361938,,0.016832000000000003,-1276979.1144514312,0.8421021544770019
884,322660,821.5,-1227683.7561785597,-1248970.0849788436,0.9096208320905085,56534.09397315979,821285.8951416016,36645.58937072754,98040.0,3831.549446105957,267880.7219238281,1227683.7558822632,0.21201665111278234,0.0005066369762253567,0.0042796887941413415,0.012518797388398334,0.9716004729270935,,0.0168212,-1276979.1144514312,0.8421021544770019
885,323025,822.1,-1148343.6344944434,-1248847.6387185825,0.8872836771076673,58406.56542015076,759544.6793212891,39818.957889556885,113155.0,2698.8608140945435,233126.13305664062,1148343.631081581,0.21201665111278234,0.0005066369762253567,0.0042796887941413415,0.012518797388398334,0.9716004729270935,,0.0168212,-1276979.1144514312,0.8421021544770019
886,323390,822.8,-1167529.1669008539,-1250209.8972387165,0.8750106857247548,58999.98023223877,782578.6005859375,41598.174332380295,119985.0,3957.6849324703217,219409.71060180664,1167529.1704525948,0.21201665111278234,0.0005066369762253567,0.0042796887941413415,0.012518797388398334,0.9716004729270935,,0.0168212,-1276979.1144514312,0.8421021544770019
887,323755,824.1,-1142520.7241981637,-1241593.982403824,0.8807434882203193,56977.75593948364,773319.6457519531,40734.71922779083,118335.0,3964.228982567787,206167.12040138245,1142520.7143636942,0.23858701535745672,0.0006034194320818642,0.004675881909574137,0.009363875699866759,0.9755613803863525,,0.016810400000000003,-1276979.1144514312,0.8421021544770019
888,324120,824.8,-1303306.785860585,-1248498.9357093025,0.8508817671096488,75770.59260940552,789033.0643310547,50078.74391365051,135765.0,13930.247197240591,314499.7262573242,1303306.78169927,0.23858701535745672,0.0006034194320818642,0.004675881909574137,0.009363875699866759,0.9755613803863525,,0.016810400000000003,-1276979.1144514312,0.8421021544770019
889,324485,825.4,-1135066.1197146312,-1248007.9104692782,0.8695694484122812,57738.18486022949,768820.4400634766,41398.003118515015,124430.0,4510.107890129089,195907.55889511108,1135066.1099672318,0.23858701535745672,0.0006034194320818642,0.004675881909574137,0.009363875699866759,0.9755613803863525,,0.016810400000000003,-1276979.1144514312,0.8421021544770019
890,324850,826.7,-1140428.8487416687,-1227319.3998182171,0.8990838205977661,62840.86483192444,739151.7761230469,40166.011936187744,108675.0,3541.7630586624146,248894.29766654968,1140428.8487844467,0.2449877405245053,0.0006567384836288463,0.0058497379007014004,0.010116033390850612,0.9738194942474365,,0.016799600000000005,-1276979.1144514312,0.8421021544770019
891,325215,827.3,-1129073.4296706119,-1226699.047295053,0.8764796637508967,55839.991439819336,768203.1750488281,40215.5715637207,120505.0,2946.907666683197,197202.77896118164,1129073.4332404137,0.2449877405245053,0.0006567384836288463,0.0058497379007014004,0.010116033390850612,0.9738194942474365,,0.016799600000000005,-1276979.1144514312,0.8421021544770019
892,325580,828.0,-1131178.6531281131,-1224880.6925421366,0.8985265436237806,61195.71392250061,741453.6662597656,39577.50421714783,110365.0,1922.6440448760986,237859.83155822754,1131178.646080017,0.2449877405245053,0.0006567384836288463,0.0058497379007014004,0.010116033390850612,0.9738194942474365,,0.016799600000000005,-1276979.1144514312,0.8421021544770019
893,325945,829.3,-1120892.3558565776,-1224127.645931185,0.8864175030629928,58241.21383476257,761970.4287109375,40285.07983791828,114940.0,2355.9944157600403,201340.8482284546,1120892.3511930704,0.23183663993289597,0.0007148673971402642,0.005105269588775148,0.008750078231586437,0.9767568707466125,,0.0167888,-1276979.1144514312,0.8421021544770019
894,326310,829.9,-1138690.7993112996,-1212595.8314064702,0.8733522712367855,58004.7862739563,771630.8192138672,41652.90427017212,120755.0,3991.379669189453,200660.69579315186,1138690.7989463806,0.23183663993289597,0.0007148673971402642,0.005105269588775148,0.008750078231586437,0.9767568707466125,,0.0167888,-1276979.1144514312,0.8421021544770019
895,326675,831.2,-1180578.5329320298,-1212174.4465419648,0.9076262516518162,58709.21314620972,779955.5434570312,37794.669222831726,102810.0,4939.812145233154,255078.5115776062,1180578.5364027023,0.23138368384618507,0.0007196615950689241,0.007137365510540181,0.008901943709995402,0.9778791666030884,,0.0167816,-1276979.1144514312,0.8421021544770019
